surface	norm	freq	text_count	pct_texts	texts	category
წინაწარმეტყუელთაგან	წინაწარმეტყუელთაგან	3	3	5.6	mrav-bzoba-iohannes|mrav-john-baptist-decollatio-2|mrav-sulthmofenoba-1	REVIEW
ვითარღამცა	ვითარღამცა	3	2	3.7	mrav-bzoba-iohannes|mrav-natlisgeba-1	REVIEW
მხილებულ	მხილებულ	3	2	3.7	mrav-bzoba-iohannes|mrav-bzoba-severian	REVIEW
ცოდვისაჲ	ცოდვისაი	3	3	5.6	mrav-bzoba-iohannes|mrav-kharbeba-3|mrav-sulthmofenoba-2	REVIEW
ყრმებსა	ყრმებსა	3	1	1.9	mrav-bzoba-meletios	REVIEW
ეგენი	ეგენი	3	3	5.6	mart-stepane|mrav-bzoba-meletios|mrav-bzoba-severian	REVIEW
საქმეთაჲ	საქმეთაი	3	3	5.6	mrav-bzoba-meletios|mrav-chrysostom-jonah|proclus-hom-theotokos	REVIEW
ქებითა	ქებითა	3	3	5.6	mrav-bzoba-meletios|mrav-forty-martyrs|mrav-kharbeba-2	REVIEW
რტოჲ	რტოი	3	2	3.7	mrav-bzoba-meletios|mrav-shoba-athanasi	REVIEW
ვნებად	ვნებად	3	3	5.6	mrav-bzoba-severian|mrav-chrysostom-jonah|mrav-feristsvaleba	REVIEW
სხუათაცა	სხუათაცა	3	3	5.6	mrav-bzoba-severian|mrav-natlisgeba-1|mrav-sinai-fathers-amonios	REVIEW
პირველსავე	პირველსავე	3	3	5.6	hesych-hypapante-01|mrav-bzoba-severian|mrav-enkenia-1	REVIEW
ვისთჳს	ვისთვს	3	2	3.7	mrav-bzoba-severian|mrav-cross-vision	REVIEW
ძუელისაგან	ძუელისაგან	3	2	3.7	mrav-bzoba-severian|mrav-enkenia-1	REVIEW
ევიდა	შევიდა	3	3	5.6	mrav-bzoba-severian|mrav-shoba-athanasi|mrav-toma-chrysostom	REVIEW
ჰგვანდა	ჰგვანდა	3	2	3.7	mrav-bzoba-severian|mrav-shoba-athanasi	REVIEW
მამისათჳს	მამისათვს	3	2	3.7	mrav-bzoba-severian|mrav-sulthmofenoba-1	REVIEW
ძისათჳს	ძისათვს	3	2	3.7	mrav-bzoba-severian|mrav-feristsvaleba	REVIEW
თჳს	თვს	3	2	3.7	mrav-bzoba-severian|mrav-enkenia-2	REVIEW
ითხოვს	ითხოვს	3	1	1.9	mrav-bzoba-severian	REVIEW
სხჳსა	სხვსა	3	3	5.6	mrav-bzoba-severian|mrav-forty-martyrs|mrav-lazare	REVIEW
ჩუენებით	ჩუენებით	3	3	5.6	mrav-bzoba-severian|mrav-epiphane-mary|mrav-kharbeba-1	REVIEW
ყვენით	ყვენით	3	3	5.6	cyril-epiphany-homily|mrav-bzoba-severian|mrav-enkenia-2	REVIEW
დიდებულისა	დიდებულისა	3	3	5.6	inventio-stephani-lucian|mrav-colophon-makari|mrav-kharbeba-2	REVIEW
მყო	მყო	3	3	5.6	chrys-epiphany-homily|mrav-colophon-makari|mrav-kharbeba-2	REVIEW
ძმისა	ძმისა	3	3	5.6	mrav-colophon-makari|mrav-cross-vision|mrav-john-baptist-decollatio	REVIEW
საბა	საბა	3	2	3.7	mrav-colophon-makari|mrav-sinai-fathers-amonios	REVIEW
ჰელენე	ჰელენე	3	1	1.9	mrav-cross-vision	REVIEW
ორას	ორას	3	2	3.7	mrav-cross-vision|mrav-nails-inventio	REVIEW
ნუცაღა	ნუცაღა	3	3	5.6	mrav-cross-vision|mrav-enkenia-2|mrav-john-baptist-decollatio	REVIEW
გიც	გიც	3	3	5.6	mrav-cross-vision|mrav-kharbeba-2|mrav-sulthmofenoba-2	REVIEW
ჰზი	ჰზი	3	2	3.7	mrav-cross-vision|mrav-timote-1	REVIEW
თხრად	თხრად	3	2	3.7	inventio-stephani-lucian|mrav-cross-vision	REVIEW
მეცხრესა	მეცხრესა	3	2	3.7	mrav-cross-vision|mrav-sinai-fathers-amonios	REVIEW
იუდაჲსგან	იუდაისგან	3	2	3.7	mrav-cross-vision|mrav-natlisgeba-1	REVIEW
ვყო	ვყო	3	3	5.6	mrav-cross-vision|mrav-enkenia-1|mrav-lazare	REVIEW
ცუმული	ცუმული	3	2	3.7	mrav-cross-vision|mrav-martyrs-chrysostom-2	REVIEW
კჳრიაკოს	კვრიაკოს	3	2	3.7	mrav-cross-vision|mrav-nails-inventio	REVIEW
ჰრწამნ	ჰრწამნ	3	2	3.7	mrav-departed-ephrem|mrav-shoba-athanasi	REVIEW
წიგნთაჲ	წიგნთაი	3	2	3.7	mrav-departed-ephrem|mrav-kharbeba-2	REVIEW
სმენითა	სმენითა	3	2	3.7	mrav-departed-ephrem|mrav-natlisgeba-1	REVIEW
ცხოველთაჲ	ცხოველთაი	3	2	3.7	mrav-departed-ephrem|mrav-toma-chrysostom	REVIEW
ვსცეთ	ვსცეთ	3	2	3.7	mrav-departed-ephrem|mrav-martyrs-chrysostom-2	REVIEW
დიდებულმან	დიდებულმან	3	2	3.7	mrav-departed-ephrem|mrav-lazare	REVIEW
თქუენისაჲ	თქუენისაი	3	2	3.7	mrav-departed-ephrem|mrav-enkenia-1	REVIEW
ენმანუელ	ენმანუელ	3	3	5.6	mart-stepane|mrav-dormition-1|mrav-shoba-athanasi	REVIEW
ნათლისაო	ნათლისაო	3	3	5.6	mrav-dormition-1|mrav-dormition-2|mrav-kharbeba-1	REVIEW
მთად	მთად	3	3	5.6	mrav-dormition-1|mrav-kharbeba-2|mrav-sinai-fathers-amonios	REVIEW
ვღაღადებთ	ვღაღადებთ	3	2	3.7	mrav-dormition-1|mrav-lazare	REVIEW
ევაჲსი	ევაისი	3	3	5.6	mrav-dormition-1|mrav-dormition-2|mrav-kharbeba-3	REVIEW
ეც	ეც	3	3	5.6	mrav-dormition-1|mrav-enkenia-1|mrav-forty-martyrs	REVIEW
ცათანი	ცათანი	3	3	5.6	cyril-epiphany-homily|mrav-dormition-2|mrav-epiphane-mary	REVIEW
ღმრთეებით	ღმრთეებით	3	3	5.6	mrav-dormition-2|mrav-feristsvaleba|mrav-kharbeba-3	REVIEW
გეტყჳს	გეტყვს	3	2	3.7	mrav-dormition-2|mrav-enkenia-2	REVIEW
ცხონდების	ცხონდების	3	3	5.6	mrav-dormition-2|mrav-epiphane-mary|mrav-lazare	REVIEW
წმიდისამან	წმიდისამან	3	3	5.6	mrav-dormition-2|mrav-nails-inventio|mrav-natlisgeba-1	REVIEW
ვსცემთ	ვსცემთ	3	3	5.6	mrav-dormition-2|mrav-shoba-athanasi|mrav-toma-chrysostom	REVIEW
მესათხევლენი	მესათხევლენი	3	2	3.7	mrav-enkenia-1|mrav-shoba-athanasi	REVIEW
ბრძოლისაჲ	ბრძოლისაი	3	1	1.9	mrav-enkenia-1	REVIEW
ყოვლითავე	ყოვლითავე	3	3	5.6	mrav-enkenia-1|mrav-epiphane-mary|mrav-kharbeba-1	REVIEW
ქალწულ	ქალწულ	3	3	5.6	mrav-enkenia-1|mrav-timote-1|proclus-hom-theotokos	REVIEW
ცეცხლისანი	ცეცხლისანი	3	3	5.6	cyril-epiphany-homily|mart-stepane|mrav-enkenia-1	REVIEW
ჩჩჳლ	ჩჩვლ	3	3	5.6	mart-stepane|mrav-enkenia-1|mrav-shoba-athanasi	REVIEW
სამოსლითა	სამოსლითა	3	3	5.6	mrav-enkenia-1|mrav-martyrs-chrysostom-3|mrav-sulthmofenoba-2	REVIEW
საჭმლად	საჭმლად	3	2	3.7	mrav-enkenia-1|mrav-sinai-fathers-amonios	REVIEW
ენებოს	ენებოს	3	2	3.7	hesych-hypapante-01|mrav-enkenia-1	REVIEW
მსახურ	მსახურ	3	3	5.6	cyril-epiphany-homily|mrav-enkenia-1|mrav-feristsvaleba	REVIEW
ვიდრეღა	ვიდრეღა	3	3	5.6	mrav-enkenia-1|mrav-forty-martyrs|mrav-john-baptist-decollatio-2	REVIEW
ბუნებათაჲ	ბუნებათაი	3	3	5.6	mrav-enkenia-1|mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
სიტყუათაჲ	სიტყუათაი	3	3	5.6	mrav-enkenia-1|mrav-kharbeba-2|mrav-shoba-athanasi	REVIEW
გუემითა	გუემითა	3	3	5.6	inventio-stephani-lucian|mrav-enkenia-1|mrav-martyrs-chrysostom-2	REVIEW
როკვად	როკვად	3	2	3.7	mrav-enkenia-1|mrav-john-baptist-decollatio	REVIEW
ჰეროდჱსსა	ჰეროდესსა	3	3	5.6	mrav-enkenia-1|mrav-feristsvaleba|mrav-john-baptist-decollatio	REVIEW
იმარხვენ	იმარხვენ	3	2	3.7	ephr-markhva|mrav-enkenia-1	REVIEW
მსახურებისათჳს	მსახურებისათვს	3	3	5.6	mrav-enkenia-1|mrav-forty-martyrs|mrav-sulthmofenoba-2	REVIEW
წყალთასა	წყალთასა	3	3	5.6	chrys-epiphany-homily|mrav-enkenia-2|mrav-martyrs-chrysostom-2	REVIEW
ცისანი	ცისანი	3	3	5.6	mart-stepane|mrav-enkenia-2|mrav-kharbeba-2	REVIEW
ძეთა	ძეთა	3	3	5.6	mrav-enkenia-2|mrav-kharbeba-1|mrav-kharbeba-3	REVIEW
ისმა	ისმა	3	2	3.7	mrav-chrysostom-jonah|mrav-enkenia-2	REVIEW
თქუმითა	თქუმითა	3	3	5.6	mrav-enkenia-2|mrav-forty-martyrs|mrav-lazare	REVIEW
უთხრობდა	უთხრობდა	3	3	5.6	mart-stepane|mrav-enkenia-2|mrav-natlisgeba-okropiri	REVIEW
კაცთათჳს	კაცთათვს	3	3	5.6	mrav-exaltation-cross|mrav-forty-martyrs|mrav-martyrs-chrysostom-2	REVIEW
სცის	სცის	3	2	3.7	mrav-exaltation-cross|mrav-sulthmofenoba-2	REVIEW
უხარინ	უხარინ	3	3	5.6	mrav-chrysostom-jonah|mrav-exaltation-cross|mrav-feristsvaleba	REVIEW
ნუგესინის	ნუგესინის	3	3	5.6	mrav-chrysostom-jonah|mrav-exaltation-cross|mrav-forty-martyrs	REVIEW
ხედვად	ხედვად	3	3	5.6	mrav-exaltation-cross|mrav-shoba-athanasi|mrav-sinai-fathers-amonios	REVIEW
ხენი	ხენი	3	3	5.6	mrav-exaltation-cross|mrav-martyrs-chrysostom-2|mrav-natlisgeba-1	REVIEW
იმსახურების	იმსახურების	3	2	3.7	mrav-exaltation-cross|mrav-toma-chrysostom	REVIEW
იესუჲსი	იესუისი	3	3	5.6	mrav-exaltation-cross|mrav-john-baptist-decollatio|mrav-lazare	REVIEW
იქადაგებოდა	იქადაგებოდა	3	2	3.7	mrav-exaltation-cross|mrav-kharbeba-2	REVIEW
გუესწავა	გუესწავა	3	1	1.9	mrav-exaltation-cross	REVIEW
ღმრთეებისაჲთა	ღმრთეებისაითა	3	3	5.6	mrav-epiphane-mary|mrav-exaltation-cross|mrav-kharbeba-3	REVIEW
ცხოვრებისათჳს	ცხოვრებისათვს	3	3	5.6	mrav-epiphane-mary|mrav-exaltation-cross|mrav-natlisgeba-1	REVIEW
ჭეშმარიტებითა	ჭეშმარიტებითა	3	3	5.6	mrav-exaltation-cross|mrav-feristsvaleba|mrav-kharbeba-3	REVIEW
გლოვად	გლოვად	3	2	3.7	mrav-exaltation-cross|mrav-kharbeba-2	REVIEW
მაღლითა	მაღლითა	3	2	3.7	mrav-feristsvaleba|mrav-sinai-fathers-amonios	REVIEW
უფლისათა	უფლისათა	3	3	5.6	mart-iaqob-up-dzma|mrav-feristsvaleba|mrav-john-baptist-decollatio	REVIEW
მეუფემან	მეუფემან	3	2	3.7	mrav-feristsvaleba|mrav-paul-martyrdom	REVIEW
საკჳრველებისა	საკვრველებისა	3	2	3.7	mrav-feristsvaleba|mrav-kharbeba-2	REVIEW
მარკოზ	მარკოზ	3	2	3.7	mrav-feristsvaleba|mrav-sulthmofenoba-2	REVIEW
ნეტართაჲ	ნეტართაი	3	2	3.7	mrav-feristsvaleba|mrav-forty-martyrs	REVIEW
მთავრისაჲ	მთავრისაი	3	3	5.6	mrav-feristsvaleba|mrav-forty-martyrs|mrav-kharbeba-1	REVIEW
იწამა	იწამა	3	2	3.7	mrav-feristsvaleba|mrav-john-baptist-decollatio	REVIEW
ისრაელისანი	ისრაელისანი	3	3	5.6	hesych-hypapante-01|mrav-feristsvaleba|mrav-lazare	REVIEW
ჴელმწიფებისა	ხელმწიფებისა	3	2	3.7	mrav-feristsvaleba|mrav-new-sunday	REVIEW
დებითა	დებითა	3	2	3.7	cyril-epiphany-homily|mrav-feristsvaleba	REVIEW
ჭეშმარიტებისასა	ჭეშმარიტებისასა	3	3	5.6	mrav-feristsvaleba|mrav-paul-martyrdom|mrav-toma-chrysostom	REVIEW
სიბრძნემან	სიბრძნემან	3	3	5.6	mrav-feristsvaleba|mrav-john-baptist-decollatio-2|mrav-kharbeba-3	REVIEW
ქადაგებს	ქადაგებს	3	3	5.6	mrav-epiphane-mary|mrav-feristsvaleba|mrav-sulthmofenoba-1	REVIEW
ჟამისაჲ	ჟამისაი	3	2	3.7	mrav-feristsvaleba|mrav-forty-martyrs	REVIEW
სათნოებისა	სათნოებისა	3	3	5.6	mrav-feristsvaleba|mrav-forty-martyrs|mrav-kharbeba-2	REVIEW
რომელთათჳს	რომელთათვს	3	2	3.7	mrav-forty-martyrs|mrav-kharbeba-2	REVIEW
სხჳთ	სხვთ	3	3	5.6	mart-iaqob-up-dzma|mrav-forty-martyrs|mrav-shoba-athanasi	REVIEW
ერთისაგან	ერთისაგან	3	2	3.7	mrav-forty-martyrs|mrav-sinai-fathers-amonios	REVIEW
კაცადი	კაცადი	3	2	3.7	cyril-epiphany-homily|mrav-forty-martyrs	REVIEW
კაცადმან	კაცადმან	3	2	3.7	mrav-forty-martyrs|mrav-sulthmofenoba-2	REVIEW
უთქუმიდა	უთქუმიდა	3	2	3.7	mrav-chrysostom-jonah|mrav-forty-martyrs	REVIEW
სასოებისა	სასოებისა	3	2	3.7	mrav-forty-martyrs|mrav-kharbeba-3	REVIEW
სიმართლისათჳს	სიმართლისათვს	3	3	5.6	ephr-markhva|mrav-forty-martyrs|mrav-sulthmofenoba-2	REVIEW
სძითა	სძითა	3	3	5.6	mrav-forty-martyrs|mrav-kharbeba-2|mrav-kharbeba-3	REVIEW
უხეთქნა	უხეთქნა	3	2	3.7	mart-iaqob-up-dzma|mrav-sinai-fathers-amonios	REVIEW
მათვე	მათვე	3	3	5.6	inventio-stephani-lucian|mart-iaqob-up-dzma|mrav-chrysostom-jonah	REVIEW
მართაჲ	მართაი	3	2	3.7	mrav-ioane-zosime|mrav-lazare	REVIEW
ძმის	ძმის	3	2	3.7	mrav-john-baptist-decollatio|mrav-john-baptist-decollatio-2	REVIEW
სამსონს	სამსონს	3	1	1.9	mrav-john-baptist-decollatio-2	REVIEW
წჳმისა	წვმისა	3	3	5.6	mrav-john-baptist-decollatio-2|mrav-lazare|proclus-hom-theotokos	REVIEW
მჴნესა	მხნესა	3	1	1.9	mrav-john-baptist-decollatio-2	REVIEW
დედაკაცისაჲ	დედაკაცისაი	3	3	5.6	mrav-john-baptist-decollatio-2|mrav-lazare|mrav-natlisgeba-okropiri	REVIEW
მემცა	მემცა	3	3	5.6	cyril-epiphany-homily|mrav-john-baptist-decollatio-2|mrav-natlisgeba-1	REVIEW
სუმად	სუმად	3	3	5.6	mart-stepane|mrav-john-baptist-decollatio|mrav-lazare	REVIEW
გონიერებითა	გონიერებითა	3	3	5.6	mrav-john-baptist-decollatio|mrav-kharbeba-3|mrav-paul-martyrdom	REVIEW
ფიცხლისა	ფიცხლისა	3	3	5.6	mrav-john-baptist-decollatio|mrav-lazare|mrav-new-sunday	REVIEW
მცემელისაჲ	მცემელისაი	3	2	3.7	mrav-john-baptist-decollatio|mrav-lazare	REVIEW
საქმისაჲ	საქმისაი	3	3	5.6	cyril-epiphany-homily|mrav-chrysostom-jonah|mrav-john-baptist-decollatio	REVIEW
ოდესიგი	ოდესიგი	3	2	3.7	mrav-john-baptist-decollatio|mrav-timote-1	REVIEW
ისრაელისასა	ისრაელისასა	3	3	5.6	mrav-kharbeba-1|mrav-kharbeba-2|mrav-timote-1	REVIEW
სუფევისა	სუფევისა	3	3	5.6	mrav-epiphane-mary|mrav-kharbeba-1|mrav-toma-chrysostom	REVIEW
მხოლოჲსაგან	მხოლოისაგან	3	2	3.7	mrav-kharbeba-1|mrav-kharbeba-3	REVIEW
იდვას	იდვას	3	3	5.6	mrav-kharbeba-1|mrav-kharbeba-3|mrav-martyrs-chrysostom-2	REVIEW
მჴევლისა	მხევლისა	3	3	5.6	mrav-chrysostom-jonah|mrav-kharbeba-1|mrav-kharbeba-3	REVIEW
გუამისაგან	გუამისაგან	3	3	5.6	mrav-kharbeba-1|mrav-kharbeba-3|mrav-toma-chrysostom	REVIEW
სასყიდლისა	სასყიდლისა	3	3	5.6	mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3	REVIEW
გმოსიეს	გმოსიეს	3	2	3.7	cyril-epiphany-homily|mrav-kharbeba-2	REVIEW
ეძიებს	ეძიებს	3	3	5.6	mrav-kharbeba-2|mrav-natlisgeba-okropiri|mrav-sulthmofenoba-2	REVIEW
ცხოვრების	ცხოვრების	3	3	5.6	mrav-epiphane-mary|mrav-kharbeba-2|proclus-hom-theotokos	REVIEW
უკეთუ	უკეთუ	3	3	5.6	inventio-stephani-lucian|mrav-epiphane-mary|mrav-kharbeba-2	REVIEW
ენისაგან	ენისაგან	3	2	3.7	inventio-stephani-lucian|mrav-kharbeba-2	REVIEW
სავსენი	სავსენი	3	3	5.6	mrav-kharbeba-2|mrav-kharbeba-3|mrav-natlisgeba-1	REVIEW
ბჭისა	ბჭისა	3	3	5.6	mart-stepane|mrav-kharbeba-2|proclus-hom-theotokos	REVIEW
სავანესა	სავანესა	3	3	5.6	mrav-kharbeba-2|mrav-paul-martyrdom|mrav-shoba-athanasi	REVIEW
მყვენ	მყვენ	3	3	5.6	mrav-kharbeba-2|mrav-paul-martyrdom|mrav-toma-chrysostom	REVIEW
მთავრობისა	მთავრობისა	3	3	5.6	inventio-stephani-lucian|mrav-kharbeba-3|mrav-paul-martyrdom	REVIEW
გურწმენა	გურწმენა	3	2	3.7	mrav-kharbeba-3|mrav-nails-inventio	REVIEW
მყვნა	მყვნა	3	3	5.6	mrav-kharbeba-3|mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-3	REVIEW
ვისწრაფოთ	ვისწრაფოთ	3	1	1.9	mrav-kharbeba-3	REVIEW
ეხარა	ეხარა	3	3	5.6	mrav-kharbeba-3|mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
ღმერთ	ღმერთ	3	1	1.9	mrav-kharbeba-3	REVIEW
ორკერძოვე	ორკერძოვე	3	3	5.6	mrav-kharbeba-3|mrav-sulthmofenoba-2|proclus-hom-theotokos	REVIEW
შვილთ	შვილთ	3	1	1.9	mrav-lazare	REVIEW
ნელსაცხებლისა	ნელსაცხებლისა	3	2	3.7	mrav-lazare|mrav-natlisgeba-okropiri	REVIEW
ხილე	იხილე	3	3	5.6	mrav-chrysostom-jonah|mrav-epiphane-mary|mrav-lazare	REVIEW
ღჳნისა	ღვნისა	3	3	5.6	ephr-markhva|mrav-lazare|mrav-martyrs-chrysostom-3	REVIEW
სახლისა	სახლისა	3	3	5.6	mrav-lazare|mrav-sulthmofenoba-2|mrav-toma-chrysostom	REVIEW
სიფიცხლისაგან	სიფიცხლისაგან	3	1	1.9	mrav-lazare	REVIEW
წყალობად	წყალობად	3	1	1.9	mrav-lazare	REVIEW
წყლისაჲ	წყლისაი	3	2	3.7	mrav-epiphane-mary|mrav-lazare	REVIEW
ძეს	ძეს	3	2	3.7	cyril-epiphany-homily|mrav-lazare	REVIEW
იპოოს	იპოოს	3	3	5.6	cyril-epiphany-homily|mrav-chrysostom-jonah|mrav-sulthmofenoba-2	REVIEW
მარხვისა	მარხვისა	3	2	3.7	ephr-markhva|mrav-chrysostom-jonah	REVIEW
მარხვისასა	მარხვისასა	3	1	1.9	mrav-chrysostom-jonah	REVIEW
სემდგომად	სემდგომად	3	1	1.9	mrav-chrysostom-jonah	REVIEW
სემძლებელ	სემძლებელ	3	2	3.7	cyril-epiphany-homily|mrav-chrysostom-jonah	REVIEW
მენავენი	მენავენი	3	2	3.7	mrav-chrysostom-jonah|mrav-sinai-fathers-amonios	REVIEW
უვარის	უვარის	3	3	5.6	mrav-martyrs-chrysostom-2|mrav-martyrs-chrysostom-3|mrav-shoba-athanasi	REVIEW
სცემს	სცემს	3	3	5.6	chrys-epiphany-homily|mrav-martyrs-chrysostom-2|proclus-hom-theotokos	REVIEW
ჩინებულ	ჩინებულ	3	3	5.6	cyril-epiphany-homily|mrav-martyrs-chrysostom-3|mrav-sulthmofenoba-2	REVIEW
იძლია	იძლია	3	3	5.6	mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-3|mrav-natlisgeba-1	REVIEW
მღჳძარებითა	მღვძარებითა	3	3	5.6	hesych-hypapante-01|mrav-martyrs-chrysostom-3|mrav-sinai-fathers-amonios	REVIEW
მყვენინ	მყვენინ	3	3	5.6	mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-3|mrav-toma-chrysostom	REVIEW
მცუმელნი	მცუმელნი	3	1	1.9	mrav-martyrs-chrysostom	REVIEW
ორთავე	ორთავე	3	3	5.6	mrav-epiphane-mary|mrav-martyrs-chrysostom|mrav-sinai-fathers-amonios	REVIEW
ევაჲსგან	ევაისგან	3	2	3.7	hesych-hypapante-01|mrav-epiphane-mary	REVIEW
მეზუერენი	მეზუერენი	3	3	5.6	cyril-epiphany-homily|hesych-hypapante-01|mrav-shoba-athanasi	REVIEW
ჩნდა	ჩნდა	3	1	1.9	mrav-timote-1	REVIEW
მაგან	მაგან	3	2	3.7	mrav-sulthmofenoba-2|mrav-timote-1	REVIEW
ითხოვე	ითხოვე	3	3	5.6	mrav-sinai-fathers-amonios|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ეგონა	ეგონა	3	3	5.6	chrys-epiphany-homily|mrav-shoba-athanasi|mrav-timote-1	REVIEW
მეძიებთ	მეძიებთ	3	2	3.7	mrav-sinai-fathers-amonios|mrav-timote-1	REVIEW
იღებენ	იღებენ	3	1	1.9	mrav-natlisgeba-okropiri	REVIEW
სდგა	სდგა	3	3	5.6	cyril-epiphany-homily|inventio-stephani-lucian|mrav-natlisgeba-okropiri	REVIEW
უფლისამან	უფლისამან	3	1	1.9	mrav-natlisgeba-okropiri	REVIEW
იკადრებდა	იკადრებდა	3	2	3.7	mrav-natlisgeba-1|mrav-shoba-athanasi	REVIEW
გიხილე	გიხილე	3	2	3.7	mrav-natlisgeba-1|mrav-toma-chrysostom	REVIEW
ჩემისაგან	ჩემისაგან	3	3	5.6	mrav-natlisgeba-1|mrav-paul-martyrdom|mrav-sulthmofenoba-2	REVIEW
ნათესავისათჳს	ნათესავისათვს	3	2	3.7	mrav-natlisgeba-1|proclus-hom-theotokos	REVIEW
ცოდვილთათჳს	ცოდვილთათვს	3	3	5.6	mrav-epiphane-mary|mrav-natlisgeba-1|proclus-hom-theotokos	REVIEW
წყლისაგან	წყლისაგან	3	2	3.7	cyril-epiphany-homily|mrav-sinai-fathers-amonios	REVIEW
ეძლო	ეძლო	3	3	5.6	cyril-epiphany-homily|mrav-sinai-fathers-amonios|proclus-hom-theotokos	REVIEW
ნათლისათჳს	ნათლისათვს	3	1	1.9	mrav-new-sunday	REVIEW
მართალთაჲ	მართალთაი	3	3	5.6	inventio-stephani-lucian|mrav-epiphane-mary|mrav-new-sunday	REVIEW
ეგჳპტეს	ეგვპტეს	3	2	3.7	mrav-new-sunday|mrav-shoba-athanasi	REVIEW
ვევედრნეთ	ვევედრნეთ	3	3	5.6	mrav-paul-martyrdom|mrav-peter-martyrdom|mrav-sinai-fathers-amonios	REVIEW
პატროკლე	პატროკლე	3	1	1.9	mrav-paul-martyrdom	REVIEW
ლონგონ	ლონგონ	3	1	1.9	mrav-paul-martyrdom	REVIEW
ტიტეს	ტიტეს	3	1	1.9	mrav-paul-martyrdom	REVIEW
ლუკას	ლუკას	3	1	1.9	mrav-paul-martyrdom	REVIEW
საშოჲსაგან	საშოისაგან	3	2	3.7	mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
ვენაჴისაჲ	ვენახისაი	3	2	3.7	mrav-shoba-athanasi|mrav-sulthmofenoba-2	REVIEW
ეშმაკისაგან	ეშმაკისაგან	3	3	5.6	mrav-epiphane-mary|mrav-shoba-athanasi|mrav-sulthmofenoba-2	REVIEW
ჰფარვიდა	ჰფარვიდა	3	2	3.7	mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
ვედრებად	ვედრებად	3	3	5.6	inventio-stephani-lucian|mrav-sinai-fathers-amonios|proclus-hom-theotokos	REVIEW
წმიდათაჲსა	წმიდათაისა	3	2	3.7	mrav-sinai-fathers-amonios|proclus-hom-theotokos	REVIEW
ვსცე	ვსცე	3	3	5.6	mart-stepane|mrav-sinai-fathers-amonios|mrav-toma-chrysostom	REVIEW
სამეოც	სამეოც	3	2	3.7	inventio-stephani-lucian|mrav-sinai-fathers-amonios	REVIEW
ფარანელნი	ფარანელნი	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
მარხვისათა	მარხვისათა	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
კულიზმად	კულიზმად	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
კიდესა	კიდესა	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
კადნიერ	კადნიერ	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
მდებარენი	მდებარენი	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
ვიწყე	ვიწყე	3	2	3.7	inventio-stephani-lucian|mrav-sinai-fathers-amonios	REVIEW
ობედიანოს	ობედიანოს	3	1	1.9	mrav-sinai-fathers-amonios	REVIEW
სტეფანჱსი	სტეფანესი	3	2	3.7	inventio-stephani-lucian|mart-stepane	REVIEW
სტეფანჱსთა	სტეფანესთა	3	1	1.9	inventio-stephani-lucian	REVIEW
სტეფანჱსსა	სტეფანესსა	3	2	3.7	inventio-stephani-lucian|mart-stepane	REVIEW
პარასკევსა	პარასკევსა	3	2	3.7	inventio-stephani-lucian|mart-stepane	REVIEW
ვიკადრე	ვიკადრე	3	1	1.9	inventio-stephani-lucian	REVIEW
კიშტენი	კიშტენი	3	1	1.9	inventio-stephani-lucian	REVIEW
ერტი	ერტი	3	1	1.9	inventio-stephani-lucian	REVIEW
თქუენისათჳს	თქუენისათვს	3	2	3.7	inventio-stephani-lucian|mrav-toma-chrysostom	REVIEW
ენად	ენად	3	2	3.7	inventio-stephani-lucian|mrav-sulthmofenoba-1	REVIEW
პოლატე	პოლატე	3	1	1.9	mart-stepane	REVIEW
იწოდა	იწოდა	3	1	1.9	mart-stepane	REVIEW
ქვისა	ქვისა	3	1	1.9	mart-stepane	REVIEW
წინაწარმეტყუელებდენ	წინაწარმეტყუელებდენ	3	2	3.7	mrav-sulthmofenoba-1|mrav-sulthmofenoba-2	REVIEW
ყოვლით	ყოვლით	3	2	3.7	mrav-sulthmofenoba-2|mrav-toma-chrysostom	REVIEW
კერძოვე	კერძოვე	3	2	3.7	mrav-sulthmofenoba-2|mrav-toma-chrysostom	REVIEW
