surface	norm	freq	text_count	pct_texts	texts	category
მათისაჲ	მათისაი	15	10	18.5	ephr-markhva|mrav-chrysostom-jonah|mrav-departed-ephrem|mrav-enkenia-1|mrav-enkenia-2|mrav-forty-martyrs|mrav-john-baptist-decollatio|mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-2|mrav-sinai-fathers-amonios	REVIEW
ნუმცა	ნუმცა	15	9	16.7	mrav-chrysostom-jonah|mrav-departed-ephrem|mrav-enkenia-2|mrav-epiphane-mary|mrav-exaltation-cross|mrav-forty-martyrs|mrav-natlisgeba-okropiri|mrav-paul-martyrdom|mrav-sulthmofenoba-1	REVIEW
ეკლესიასა	ეკლესიასა	15	10	18.5	chrys-epiphany-homily|mrav-enkenia-1|mrav-enkenia-2|mrav-epiphane-mary|mrav-exaltation-cross|mrav-feristsvaleba|mrav-lazare|mrav-new-sunday|mrav-shoba-athanasi|mrav-sinai-fathers-amonios	REVIEW
ვიცი	ვიცი	14	10	18.5	mrav-aghdgoma-kyrile|mrav-antipater-bostrensis-1|mrav-cross-vision|mrav-epiphane-mary|mrav-feristsvaleba|mrav-kharbeba-1|mrav-natlisgeba-1|mrav-shoba-athanasi|mrav-sinai-fathers-amonios|mrav-toma-chrysostom	REVIEW
სიტყჳსა	სიტყვსა	14	12	22.2	cyril-epiphany-homily|ephr-markhva|hesych-hypapante-01|mrav-aghdgoma-kyrile|mrav-chrysostom-jonah|mrav-cross-vision|mrav-departed-ephrem|mrav-enkenia-1|mrav-forty-martyrs|mrav-kharbeba-1|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ღაღატ	ღაღატ	14	12	22.2	mrav-aghdgoma-kyrile|mrav-amaghleba|mrav-antipater-bostrensis-1|mrav-basili-1|mrav-basili-2|mrav-cross-vision|mrav-enkenia-1|mrav-enkenia-2|mrav-kharbeba-1|mrav-kharbeba-2|mrav-lazare|proclus-hom-theotokos	REVIEW
თქუენთა	თქუენთა	14	12	22.2	cyril-epiphany-homily|ephr-markhva|mrav-aghdgoma-kyrile|mrav-aghdgoma-meletios|mrav-bzoba-iohannes|mrav-colophon-makari|mrav-departed-ephrem|mrav-enkenia-2|mrav-feristsvaleba|mrav-kharbeba-2|mrav-martyrs-chrysostom-2|mrav-toma-chrysostom	REVIEW
იესუს	იესუს	14	10	18.5	inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-feristsvaleba|mrav-john-baptist-decollatio|mrav-lazare|mrav-natlisgeba-1|mrav-timote-1|proclus-hom-theotokos	REVIEW
მაგას	მაგას	14	11	20.4	mart-stepane|mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-chrysostom-jonah|mrav-enkenia-1|mrav-forty-martyrs|mrav-kharbeba-1|mrav-lazare|mrav-martyrs-chrysostom-2|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ღმრთისასა	ღმრთისასა	14	12	22.2	cyril-epiphany-homily|mrav-aghdgoma-kyrile|mrav-antipater-bostrensis-1|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-cross-vision|mrav-exaltation-cross|mrav-john-baptist-decollatio-2|mrav-kharbeba-1|mrav-kharbeba-2|mrav-natlisgeba-1|mrav-paul-martyrdom	REVIEW
დიდებითა	დიდებითა	14	10	18.5	ephr-markhva|mrav-amaghleba|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-cross-vision|mrav-feristsvaleba|mrav-kharbeba-2|mrav-martyrs-chrysostom|mrav-paul-martyrdom|mrav-sulthmofenoba-1	REVIEW
მნებავს	მნებავს	14	8	14.8	mrav-antipater-bostrensis-1|mrav-cross-vision|mrav-feristsvaleba|mrav-holymonday|mrav-kharbeba-3|mrav-natlisgeba-1|mrav-shoba-athanasi|mrav-toma-chrysostom	REVIEW
ვთქუ	ვთქუ	14	10	18.5	inventio-stephani-lucian|mrav-antipater-bostrensis-1|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-cross-vision|mrav-dormition-1|mrav-enkenia-2|mrav-exaltation-cross|mrav-feristsvaleba|mrav-sinai-fathers-amonios	REVIEW
ყავთ	ყავთ	14	12	22.2	cyril-epiphany-homily|mart-stepane|mrav-bound-ioane-zosime|mrav-bzoba-severian|mrav-chrysostom-jonah|mrav-cross-vision|mrav-enkenia-1|mrav-feristsvaleba|mrav-ioane-zosime|mrav-john-baptist-decollatio-2|mrav-martyrs-chrysostom-2|mrav-peter-martyrdom	REVIEW
წინავე	წინავე	14	7	13.0	cyril-epiphany-homily|mrav-bzoba-iohannes|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-lazare|mrav-timote-1	REVIEW
სოფლად	სოფლად	14	8	14.8	mrav-bzoba-iohannes|mrav-departed-ephrem|mrav-enkenia-1|mrav-feristsvaleba|mrav-forty-martyrs|mrav-kharbeba-2|mrav-kharbeba-3|mrav-shoba-athanasi	REVIEW
ღმრთეებისა	ღმრთეებისა	14	8	14.8	mrav-bzoba-severian|mrav-dormition-2|mrav-kharbeba-3|mrav-lazare|mrav-martyrs-chrysostom|mrav-natlisgeba-1|mrav-timote-1|mrav-toma-chrysostom	REVIEW
მათგანი	მათგანი	13	5	9.3	mart-iaqob-up-dzma|mrav-aghdgoma-kyrile|mrav-chrysostom-jonah|mrav-forty-martyrs|mrav-sinai-fathers-amonios	REVIEW
გესმა	გესმა	13	9	16.7	mrav-aghdgoma-kyrile|mrav-aghdgoma-meletios|mrav-antipater-bostrensis-1|mrav-bzoba-iohannes|mrav-cross-vision|mrav-kharbeba-1|mrav-kharbeba-3|mrav-lazare|mrav-timote-1	REVIEW
ყოველთავე	ყოველთავე	13	9	16.7	mrav-aghdgoma-kyrile|mrav-aghdgoma-meletios|mrav-bzoba-severian|mrav-cross-vision|mrav-enkenia-1|mrav-forty-martyrs|mrav-kharbeba-2|mrav-kharbeba-3|mrav-sulthmofenoba-2	REVIEW
წმიდისაჲთა	წმიდისაითა	13	11	20.4	cyril-epiphany-homily|mrav-aghdgoma-kyrile|mrav-colophon-makari|mrav-enkenia-1|mrav-feristsvaleba|mrav-kharbeba-3|mrav-natlisgeba-1|mrav-peter-martyrdom|mrav-shoba-athanasi|mrav-sulthmofenoba-1|mrav-timote-1	REVIEW
საუკუნეთა	საუკუნეთა	13	6	11.1	mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-departed-ephrem|mrav-kharbeba-2|mrav-kharbeba-3|mrav-shoba-athanasi	REVIEW
ყვნა	ყვნა	13	7	13.0	mrav-aghdgoma-meletios|mrav-antipater-bostrensis-1|mrav-martyrs-chrysostom|mrav-nails-inventio|mrav-shoba-athanasi|mrav-sinai-fathers-amonios|mrav-sulthmofenoba-1	REVIEW
მამისაჲ	მამისაი	13	8	14.8	cyril-epiphany-homily|ephr-markhva|hesych-hypapante-01|mrav-amaghleba|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-feristsvaleba|proclus-hom-theotokos	REVIEW
წმიდისაჲ	წმიდისაი	13	10	18.5	hesych-hypapante-01|mrav-amaghleba|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-enkenia-1|mrav-exaltation-cross|mrav-kharbeba-3|mrav-sulthmofenoba-2|mrav-timote-1|proclus-hom-theotokos	REVIEW
ერქუა	ერქუა	13	9	16.7	inventio-stephani-lucian|mart-iaqob-up-dzma|mart-stepane|mrav-antipater-bostrensis-1|mrav-enkenia-2|mrav-paul-martyrdom|mrav-sinai-fathers-amonios|mrav-toma-chrysostom|proclus-hom-theotokos	REVIEW
იხარებს	იხარებს	13	7	13.0	chrys-epiphany-homily|mrav-bzoba-iohannes|mrav-dormition-1|mrav-feristsvaleba|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3	REVIEW
ვადიდებდეთ	ვადიდებდეთ	13	13	24.1	mrav-bzoba-iohannes|mrav-bzoba-meletios|mrav-bzoba-severian|mrav-epiphane-mary|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-lazare|mrav-natlisgeba-1|mrav-new-sunday|mrav-sinai-fathers-amonios|mrav-sulthmofenoba-2|mrav-toma-chrysostom	REVIEW
სარწმუნოებითა	სარწმუნოებითა	13	10	18.5	cyril-epiphany-homily|mrav-bzoba-iohannes|mrav-enkenia-1|mrav-epiphane-mary|mrav-exaltation-cross|mrav-feristsvaleba|mrav-forty-martyrs|mrav-nails-inventio|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ღმრთისაგან	ღმრთისაგან	13	10	18.5	mrav-bzoba-iohannes|mrav-enkenia-2|mrav-feristsvaleba|mrav-forty-martyrs|mrav-john-baptist-decollatio-2|mrav-kharbeba-1|mrav-kharbeba-3|mrav-lazare|mrav-sinai-fathers-amonios|mrav-sulthmofenoba-1	REVIEW
სოფლისაჲ	სოფლისაი	13	11	20.4	cyril-epiphany-homily|mrav-bzoba-severian|mrav-chrysostom-jonah|mrav-cross-vision|mrav-dormition-2|mrav-enkenia-1|mrav-exaltation-cross|mrav-feristsvaleba|mrav-new-sunday|mrav-paul-martyrdom|mrav-sinai-fathers-amonios	REVIEW
ჯუარისაგან	ჯუარისაგან	13	1	1.9	mrav-exaltation-cross	REVIEW
პოვეს	პოვეს	12	6	11.1	mart-stepane|mrav-aghdgoma-kyrile|mrav-cross-vision|mrav-paul-martyrdom|mrav-sinai-fathers-amonios|mrav-timote-1	REVIEW
ჰრქჳან	ჰრქვან	12	8	14.8	inventio-stephani-lucian|mart-stepane|mrav-aghdgoma-kyrile|mrav-cross-vision|mrav-dormition-1|mrav-ioane-zosime|mrav-kharbeba-1|mrav-sinai-fathers-amonios	REVIEW
ეკლესიათა	ეკლესიათა	12	8	14.8	mrav-aghdgoma-kyrile|mrav-antipater-bostrensis-1|mrav-chrysostom-jonah|mrav-enkenia-1|mrav-enkenia-2|mrav-kharbeba-3|mrav-natlisgeba-1|mrav-sulthmofenoba-1	REVIEW
საქმესა	საქმესა	12	8	14.8	cyril-epiphany-homily|inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-cross-vision|mrav-john-baptist-decollatio|mrav-paul-martyrdom|mrav-sinai-fathers-amonios	REVIEW
გეშინინ	გეშინინ	12	8	14.8	mart-stepane|mrav-aghdgoma-kyrile|mrav-antipater-bostrensis-1|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-shoba-athanasi|mrav-sulthmofenoba-2	REVIEW
საქმეთა	საქმეთა	12	9	16.7	cyril-epiphany-homily|mart-iaqob-up-dzma|mrav-aghdgoma-kyrile|mrav-basili-2|mrav-bzoba-meletios|mrav-john-baptist-decollatio-2|mrav-kharbeba-2|mrav-lazare|mrav-sinai-fathers-amonios	REVIEW
კაცისაჲ	კაცისაი	12	8	14.8	mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-chrysostom-jonah|mrav-feristsvaleba|mrav-kharbeba-2|mrav-lazare|mrav-timote-1|proclus-hom-theotokos	REVIEW
ქრისტჱსსა	ქრისტესსა	12	10	18.5	ephr-markhva|mart-stepane|mrav-aghdgoma-kyrile|mrav-aghdgoma-meletios|mrav-cross-vision|mrav-enkenia-2|mrav-kharbeba-2|mrav-lazare|mrav-paul-martyrdom|mrav-sinai-fathers-amonios	REVIEW
ძესა	ძესა	12	10	18.5	ephr-markhva|hesych-hypapante-01|mrav-aghdgoma-kyrile|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-epiphane-mary|mrav-martyrs-chrysostom-2|mrav-natlisgeba-1|mrav-sinai-fathers-amonios|mrav-sulthmofenoba-2	REVIEW
მაგათ	მაგათ	12	7	13.0	mrav-aghdgoma-meletios|mrav-bzoba-iohannes|mrav-bzoba-meletios|mrav-cross-vision|mrav-departed-ephrem|mrav-lazare|mrav-martyrs-chrysostom-2	REVIEW
ყოს	ყოს	12	8	14.8	cyril-epiphany-homily|mrav-aghdgoma-meletios|mrav-basili-1|mrav-chrysostom-jonah|mrav-epiphane-mary|mrav-feristsvaleba|mrav-kharbeba-3|mrav-toma-chrysostom	REVIEW
ჩემთჳს	ჩემთვს	12	8	14.8	inventio-stephani-lucian|mart-stepane|mrav-aghdgoma-meletios|mrav-cross-vision|mrav-feristsvaleba|mrav-sulthmofenoba-2|mrav-timote-1|mrav-toma-chrysostom	REVIEW
დედისა	დედისა	12	6	11.1	mart-iaqob-up-dzma|mrav-antipater-bostrensis-1|mrav-dormition-1|mrav-dormition-2|mrav-forty-martyrs|mrav-john-baptist-decollatio	REVIEW
დედაკაცისაგან	დედაკაცისაგან	12	8	14.8	mart-stepane|mrav-antipater-bostrensis-1|mrav-epiphane-mary|mrav-john-baptist-decollatio-2|mrav-kharbeba-2|mrav-kharbeba-3|mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
ცხორებისა	ცხორებისა	12	7	13.0	mrav-antipater-bostrensis-1|mrav-dormition-1|mrav-dormition-2|mrav-feristsvaleba|mrav-forty-martyrs|mrav-shoba-athanasi|mrav-toma-chrysostom	REVIEW
იქცეოდა	იქცეოდა	12	9	16.7	cyril-epiphany-homily|mrav-antipater-bostrensis-1|mrav-epiphane-mary|mrav-feristsvaleba|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-paul-martyrdom|mrav-timote-1	REVIEW
რომელმანცა	რომელმანცა	12	9	16.7	chrys-epiphany-homily|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-chrysostom-jonah|mrav-departed-ephrem|mrav-epiphane-mary|mrav-feristsvaleba|mrav-john-baptist-decollatio|proclus-hom-theotokos	REVIEW
მამათ	მამათ	12	9	16.7	chrys-epiphany-homily|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-feristsvaleba|mrav-forty-martyrs|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-sinai-fathers-amonios	REVIEW
იდიდების	იდიდების	12	7	13.0	chrys-epiphany-homily|inventio-stephani-lucian|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-feristsvaleba|mrav-kharbeba-2|mrav-kharbeba-3	REVIEW
ღმრთად	ღმრთად	12	7	13.0	hesych-hypapante-01|mrav-bzoba-iohannes|mrav-bzoba-meletios|mrav-exaltation-cross|mrav-shoba-athanasi|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ქერობინთა	ქერობინთა	12	8	14.8	chrys-epiphany-homily|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-toma-chrysostom|proclus-hom-theotokos	REVIEW
ღა	ღა	12	10	18.5	cyril-epiphany-homily|mrav-bzoba-severian|mrav-cross-vision|mrav-enkenia-1|mrav-enkenia-2|mrav-exaltation-cross|mrav-feristsvaleba|mrav-kharbeba-1|mrav-lazare|mrav-timote-1	REVIEW
იყვენით	იყვენით	12	8	14.8	cyril-epiphany-homily|inventio-stephani-lucian|mrav-chrysostom-jonah|mrav-cross-vision|mrav-enkenia-1|mrav-epiphane-mary|mrav-forty-martyrs|proclus-hom-theotokos	REVIEW
მარტოჲ	მარტოი	12	8	14.8	mart-iaqob-up-dzma|mrav-cross-vision|mrav-feristsvaleba|mrav-kharbeba-1|mrav-kharbeba-3|mrav-sinai-fathers-amonios|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ნერონ	ნერონ	12	3	5.6	mrav-enkenia-1|mrav-paul-martyrdom|mrav-peter-martyrdom	REVIEW
ცხოვრებისა	ცხოვრებისა	11	8	14.8	chrys-epiphany-homily|cyril-epiphany-homily|mrav-aghdgoma-kyrile|mrav-chrysostom-jonah|mrav-forty-martyrs|mrav-kharbeba-1|mrav-paul-martyrdom|mrav-sulthmofenoba-2	REVIEW
რომელსამე	რომელსამე	11	5	9.3	mrav-aghdgoma-kyrile|mrav-enkenia-2|mrav-forty-martyrs|mrav-john-baptist-decollatio|mrav-sinai-fathers-amonios	REVIEW
წოდებულ	წოდებულ	11	6	11.1	mart-iaqob-up-dzma|mrav-aghdgoma-kyrile|mrav-cross-vision|mrav-john-baptist-decollatio-2|mrav-nails-inventio|mrav-shoba-athanasi	REVIEW
ესეცა	ესეცა	11	7	13.0	mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-exaltation-cross|mrav-kharbeba-1|mrav-kharbeba-2|mrav-kharbeba-3|mrav-sulthmofenoba-2	REVIEW
მაქუს	მაქუს	11	7	13.0	inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-cross-vision|mrav-shoba-athanasi|mrav-sinai-fathers-amonios|mrav-sulthmofenoba-2|mrav-toma-chrysostom	REVIEW
ვის	ვის	11	8	14.8	cyril-epiphany-homily|mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-enkenia-1|mrav-epiphane-mary|mrav-kharbeba-2|mrav-natlisgeba-1|mrav-sinai-fathers-amonios	REVIEW
ღმრთისათჳს	ღმრთისათვს	11	8	14.8	mrav-aghdgoma-kyrile|mrav-bound-ioane-zosime|mrav-bzoba-severian|mrav-colophon-makari|mrav-cross-vision|mrav-departed-ephrem|mrav-martyrs-chrysostom-2|mrav-sinai-fathers-amonios	REVIEW
სარწმუნოებისაჲ	სარწმუნოებისაი	11	10	18.5	chrys-epiphany-homily|hesych-hypapante-01|inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-enkenia-1|mrav-exaltation-cross|mrav-kharbeba-3|mrav-timote-1|mrav-toma-chrysostom	REVIEW
ზის	ზის	11	6	11.1	mart-iaqob-up-dzma|mrav-aghdgoma-kyrile|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-enkenia-1|mrav-ioane-zosime	REVIEW
დგას	დგას	11	10	18.5	hesych-hypapante-01|inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-antipater-bostrensis-1|mrav-dormition-2|mrav-enkenia-1|mrav-feristsvaleba|mrav-martyrs-chrysostom-2|mrav-paul-martyrdom|mrav-timote-1	REVIEW
საუკუნოჲ	საუკუნოი	11	9	16.7	mrav-aghdgoma-meletios|mrav-antipater-bostrensis-1|mrav-bzoba-severian|mrav-cross-vision|mrav-epiphane-mary|mrav-feristsvaleba|mrav-kharbeba-2|mrav-natlisgeba-1|mrav-paul-martyrdom	REVIEW
ცემად	ცემად	11	7	13.0	cyril-epiphany-homily|mrav-amaghleba|mrav-bzoba-severian|mrav-exaltation-cross|mrav-forty-martyrs|mrav-natlisgeba-1|mrav-sinai-fathers-amonios	REVIEW
თქუენსა	თქუენსა	11	9	16.7	chrys-epiphany-homily|mart-stepane|mrav-bound-ioane-zosime|mrav-bzoba-iohannes|mrav-chrysostom-jonah|mrav-forty-martyrs|mrav-lazare|mrav-martyrs-chrysostom-2|mrav-paul-martyrdom	REVIEW
უფლისასა	უფლისასა	11	8	14.8	mrav-bzoba-iohannes|mrav-departed-ephrem|mrav-ioane-zosime|mrav-john-baptist-decollatio|mrav-kharbeba-3|mrav-natlisgeba-1|mrav-sinai-fathers-amonios|mrav-toma-chrysostom	REVIEW
ჯუარითა	ჯუარითა	11	8	14.8	cyril-epiphany-homily|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-exaltation-cross|mrav-feristsvaleba|mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-2|mrav-new-sunday	REVIEW
ესენი	ესენი	11	6	11.1	mrav-bzoba-severian|mrav-cross-vision|mrav-epiphane-mary|mrav-feristsvaleba|mrav-forty-martyrs|mrav-john-baptist-decollatio	REVIEW
მანვე	მანვე	11	5	9.3	mrav-bzoba-severian|mrav-departed-ephrem|mrav-kharbeba-3|mrav-sulthmofenoba-2|proclus-hom-theotokos	REVIEW
ვე	ვე	11	7	13.0	cyril-epiphany-homily|mrav-bzoba-severian|mrav-enkenia-1|mrav-enkenia-2|mrav-kharbeba-1|mrav-lazare|mrav-shoba-athanasi	REVIEW
ღამესა	ღამესა	11	7	13.0	inventio-stephani-lucian|mart-stepane|mrav-chrysostom-jonah|mrav-cross-vision|mrav-feristsvaleba|mrav-forty-martyrs|mrav-new-sunday	REVIEW
ეცუა	ეცუა	11	7	13.0	cyril-epiphany-homily|mart-stepane|mrav-cross-vision|mrav-enkenia-2|mrav-exaltation-cross|mrav-martyrs-chrysostom-2|mrav-sulthmofenoba-2	REVIEW
დიდებულ	დიდებულ	11	10	18.5	inventio-stephani-lucian|mrav-cross-vision|mrav-enkenia-2|mrav-feristsvaleba|mrav-kharbeba-2|mrav-lazare|mrav-martyrs-chrysostom|mrav-natlisgeba-1|mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
ცემულ	ცემულ	11	5	9.3	mrav-chrysostom-jonah|mrav-departed-ephrem|mrav-exaltation-cross|mrav-forty-martyrs|mrav-martyrs-chrysostom-2	REVIEW
წყალობითა	წყალობითა	11	7	13.0	ephr-markhva|mrav-departed-ephrem|mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-2|mrav-martyrs-chrysostom-3|mrav-sinai-fathers-amonios|mrav-sulthmofenoba-1	REVIEW
ედვა	ედვა	11	5	9.3	mrav-enkenia-1|mrav-epiphane-mary|mrav-john-baptist-decollatio|mrav-shoba-athanasi|proclus-hom-theotokos	REVIEW
იქადაგების	იქადაგების	10	6	11.1	mrav-aghdgoma-kyrile|mrav-bzoba-severian|mrav-dormition-2|mrav-exaltation-cross|mrav-feristsvaleba|mrav-kharbeba-2	REVIEW
წყაროჲ	წყაროი	10	7	13.0	hesych-hypapante-01|mrav-aghdgoma-kyrile|mrav-enkenia-2|mrav-epiphane-mary|mrav-natlisgeba-1|mrav-new-sunday|mrav-sinai-fathers-amonios	REVIEW
წყლისა	წყლისა	10	8	14.8	chrys-epiphany-homily|cyril-epiphany-homily|ephr-markhva|inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-dormition-1|mrav-kharbeba-1|mrav-sulthmofenoba-2	REVIEW
ქუეყანით	ქუეყანით	10	6	11.1	mrav-aghdgoma-kyrile|mrav-bzoba-iohannes|mrav-dormition-2|mrav-enkenia-1|mrav-lazare|proclus-hom-theotokos	REVIEW
სახესა	სახესა	10	7	13.0	ephr-markhva|mrav-aghdgoma-kyrile|mrav-chrysostom-jonah|mrav-john-baptist-decollatio|mrav-natlisgeba-okropiri|mrav-shoba-athanasi|mrav-toma-chrysostom	REVIEW
თომა	თომა	10	3	5.6	mrav-aghdgoma-kyrile|mrav-toma-chrysostom|proclus-hom-theotokos	REVIEW
გურწამს	გურწამს	10	6	11.1	mrav-aghdgoma-kyrile|mrav-bound-ioane-zosime|mrav-epiphane-mary|mrav-paul-martyrdom|mrav-toma-chrysostom|proclus-hom-theotokos	REVIEW
ჰხედვიდა	ჰხედვიდა	10	8	14.8	chrys-epiphany-homily|mrav-aghdgoma-kyrile|mrav-feristsvaleba|mrav-forty-martyrs|mrav-john-baptist-decollatio|mrav-john-baptist-decollatio-2|mrav-lazare|mrav-timote-1	REVIEW
ჰნებავს	ჰნებავს	10	7	13.0	mrav-aghdgoma-kyrile|mrav-chrysostom-jonah|mrav-enkenia-2|mrav-kharbeba-1|mrav-kharbeba-3|mrav-shoba-athanasi|mrav-toma-chrysostom	REVIEW
ეჩუენა	ეჩუენა	10	7	13.0	inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-aghdgoma-meletios|mrav-amaghleba|mrav-antipater-bostrensis-1|mrav-enkenia-1|mrav-sinai-fathers-amonios	REVIEW
ბჭეთა	ბჭეთა	10	9	16.7	inventio-stephani-lucian|mrav-aghdgoma-kyrile|mrav-dormition-2|mrav-enkenia-1|mrav-epiphane-mary|mrav-lazare|mrav-martyrs-chrysostom|mrav-paul-martyrdom|mrav-toma-chrysostom	REVIEW
იჩინა	იჩინა	10	6	11.1	mrav-aghdgoma-kyrile|mrav-bzoba-iohannes|mrav-bzoba-severian|mrav-epiphane-mary|mrav-kharbeba-2|mrav-kharbeba-3	REVIEW
ვყოთ	ვყოთ	10	8	14.8	hesych-hypapante-01|mrav-aghdgoma-kyrile|mrav-bzoba-iohannes|mrav-cross-vision|mrav-exaltation-cross|mrav-lazare|mrav-natlisgeba-1|mrav-sinai-fathers-amonios	REVIEW
მარხვითა	მარხვითა	10	7	13.0	cyril-epiphany-homily|ephr-markhva|hesych-hypapante-01|mrav-amaghleba|mrav-chrysostom-jonah|mrav-forty-martyrs|mrav-sinai-fathers-amonios	REVIEW
გუაუწყა	გუაუწყა	10	7	13.0	chrys-epiphany-homily|ephr-markhva|mrav-antipater-bostrensis-1|mrav-holymonday|mrav-kharbeba-1|mrav-kharbeba-2|mrav-natlisgeba-1	REVIEW
ვიდა	ვიდა	10	8	14.8	mart-stepane|mrav-basili-1|mrav-epiphane-mary|mrav-kharbeba-2|mrav-kharbeba-3|mrav-shoba-athanasi|mrav-sulthmofenoba-2|mrav-toma-chrysostom	REVIEW
საიდუმლოჲ	საიდუმლოი	10	6	11.1	mrav-basili-1|mrav-bzoba-iohannes|mrav-exaltation-cross|mrav-feristsvaleba|mrav-ioane-zosime|mrav-toma-chrysostom	REVIEW
ილოცვიდა	ილოცვიდა	10	7	13.0	mart-stepane|mrav-basili-2|mrav-feristsvaleba|mrav-nails-inventio|mrav-paul-martyrdom|mrav-sinai-fathers-amonios|mrav-timote-1	REVIEW
ზიარ	ზიარ	10	8	14.8	cyril-epiphany-homily|mrav-bzoba-iohannes|mrav-feristsvaleba|mrav-kharbeba-3|mrav-nails-inventio|mrav-natlisgeba-okropiri|mrav-timote-1|mrav-toma-chrysostom	REVIEW
დიდებული	დიდებული	10	9	16.7	chrys-epiphany-homily|mrav-bzoba-iohannes|mrav-enkenia-1|mrav-feristsvaleba|mrav-kharbeba-2|mrav-new-sunday|mrav-paul-martyrdom|mrav-timote-1|mrav-toma-chrysostom	REVIEW
სცა	სცა	10	10	18.5	cyril-epiphany-homily|mrav-bzoba-iohannes|mrav-cross-vision|mrav-dormition-2|mrav-kharbeba-2|mrav-martyrs-chrysostom|mrav-nails-inventio|mrav-paul-martyrdom|mrav-sinai-fathers-amonios|mrav-toma-chrysostom	REVIEW
ცხოველისაჲ	ცხოველისაი	10	6	11.1	mart-iaqob-up-dzma|mrav-cross-vision|mrav-dormition-1|mrav-enkenia-1|mrav-feristsvaleba|mrav-paul-martyrdom	REVIEW
ზრახვაჲ	ზრახვაი	10	7	13.0	ephr-markhva|mrav-cross-vision|mrav-enkenia-2|mrav-epiphane-mary|mrav-john-baptist-decollatio|mrav-john-baptist-decollatio-2|mrav-sulthmofenoba-2	REVIEW
თჳსისაჲ	თვსისაი	10	8	14.8	inventio-stephani-lucian|mrav-chrysostom-jonah|mrav-cross-vision|mrav-epiphane-mary|mrav-john-baptist-decollatio-2|mrav-martyrs-chrysostom-2|mrav-shoba-athanasi|mrav-sulthmofenoba-1	REVIEW
სახარებისაჲ	სახარებისაი	10	9	16.7	chrys-epiphany-homily|cyril-epiphany-homily|inventio-stephani-lucian|mrav-cross-vision|mrav-epiphane-mary|mrav-feristsvaleba|mrav-john-baptist-decollatio-2|mrav-kharbeba-2|mrav-lazare	REVIEW
ღაღადებდა	ღაღადებდა	10	9	16.7	mart-iaqob-up-dzma|mrav-chrysostom-jonah|mrav-cross-vision|mrav-dormition-2|mrav-forty-martyrs|mrav-john-baptist-decollatio|mrav-martyrs-chrysostom-3|mrav-nails-inventio|mrav-sinai-fathers-amonios	REVIEW
სიმართლისაჲ	სიმართლისაი	10	8	14.8	inventio-stephani-lucian|mrav-dormition-1|mrav-dormition-2|mrav-enkenia-1|mrav-enkenia-2|mrav-exaltation-cross|mrav-shoba-athanasi|mrav-timote-1	REVIEW
