surface	norm	freq	text_count	pct_texts	texts	category
უკუდაო	უკუდაო	2	1	1.9	mrav-kharbeba-3	RARE
იშევ	იშევ	2	1	1.9	mrav-kharbeba-3	RARE
განაახლო	განაახლო	2	1	1.9	mrav-kharbeba-3	RARE
საუკუნეო	საუკუნეო	2	2	3.7	inventio-stephani-lucian|mrav-kharbeba-3	RARE
გემოჲ	გემოი	2	2	3.7	mrav-kharbeba-3|mrav-martyrs-chrysostom-2	RARE
შევწირნეთ	შევწირნეთ	2	1	1.9	mrav-kharbeba-3	RARE
ღმრთეებისაჲსა	ღმრთეებისაისა	2	1	1.9	mrav-kharbeba-3	RARE
სწყურის	სწყურის	2	2	3.7	mrav-kharbeba-3|mrav-shoba-athanasi	RARE
განბანად	განბანად	2	2	3.7	mrav-kharbeba-3|mrav-natlisgeba-okropiri	RARE
სასყიდლისაჲ	სასყიდლისაი	2	2	3.7	mrav-kharbeba-3|mrav-lazare	RARE
ზრახვისა	ზრახვისა	2	1	1.9	mrav-kharbeba-3	RARE
გამოირჩევს	გამოირჩევს	2	2	3.7	cyril-epiphany-homily|mrav-kharbeba-3	RARE
გუელისაგან	გუელისაგან	2	1	1.9	mrav-kharbeba-3	RARE
იჴსნეს	იხსნეს	2	2	3.7	mrav-kharbeba-3|mrav-timote-1	RARE
დადგრომად	დადგრომად	2	2	3.7	mrav-kharbeba-3|mrav-timote-1	RARE
დასაკჳრვებელ	დასაკვრვებელ	2	1	1.9	mrav-kharbeba-3	RARE
განუმზადა	განუმზადა	2	2	3.7	mrav-kharbeba-3|proclus-hom-theotokos	RARE
დამტევნელ	დამტევნელ	2	1	1.9	mrav-kharbeba-3	RARE
თავები	თავები	2	2	3.7	cyril-epiphany-homily|mrav-kharbeba-3	RARE
ვეშაპისაჲ	ვეშაპისაი	2	2	3.7	cyril-epiphany-homily|mrav-kharbeba-3	RARE
აღიწეოდა	აღიწეოდა	2	2	3.7	mrav-kharbeba-3|mrav-sinai-fathers-amonios	RARE
მოგუეც	მოგუეც	2	2	3.7	mrav-kharbeba-3|mrav-sinai-fathers-amonios	RARE
აღასრულნა	აღასრულნა	2	2	3.7	mrav-kharbeba-3|mrav-sulthmofenoba-1	RARE
ისხნა	ისხნა	2	2	3.7	cyril-epiphany-homily|mrav-kharbeba-3	RARE
გამოუთქუმელ	გამოუთქუმელ	2	2	3.7	mrav-epiphane-mary|mrav-kharbeba-3	RARE
საცემელ	საცემელ	2	2	3.7	hesych-hypapante-01|mrav-kharbeba-3	RARE
სცხებს	სცხებს	2	1	1.9	mrav-lazare	RARE
ჰმსახურებს	ჰმსახურებს	2	1	1.9	mrav-lazare	RARE
თანამეინაჴედ	თანამეინახედ	2	1	1.9	mrav-lazare	RARE
ჰმსახურებენ	ჰმსახურებენ	2	2	3.7	mrav-lazare|mrav-shoba-athanasi	RARE
მეინაჴედ	მეინახედ	2	1	1.9	mrav-lazare	RARE
სხმისაგან	სხმისაგან	2	1	1.9	mrav-lazare	RARE
იქმოდეს	იქმოდეს	2	2	3.7	mrav-chrysostom-jonah|mrav-lazare	RARE
მოკლვად	მოკლვად	2	2	3.7	mrav-lazare|mrav-sinai-fathers-amonios	RARE
ლაზარეცა	ლაზარეცა	2	1	1.9	mrav-lazare	RARE
მკლველ	მკლველ	2	2	3.7	mrav-chrysostom-jonah|mrav-lazare	RARE
სუმითა	სუმითა	2	2	3.7	mrav-epiphane-mary|mrav-lazare	RARE
სახლ	სახლ	2	2	3.7	mrav-lazare|mrav-martyrs-chrysostom	RARE
მშჳდობის	მშვდობის	2	2	3.7	mrav-epiphane-mary|mrav-lazare	RARE
მოაკუდინა	მოაკუდინა	2	2	3.7	mrav-lazare|mrav-peter-martyrdom	RARE
განშორებულ	განშორებულ	2	2	3.7	mrav-chrysostom-jonah|mrav-lazare	RARE
განვიდეთ	განვიდეთ	2	1	1.9	mrav-lazare	RARE
ვჰყოფდეთ	ვჰყოფდეთ	2	2	3.7	mrav-lazare|mrav-shoba-athanasi	RARE
სოფლისაგან	სოფლისაგან	2	2	3.7	mrav-lazare|mrav-paul-martyrdom	RARE
გამოყვანებად	გამოყვანებად	2	2	3.7	mrav-lazare|mrav-toma-chrysostom	RARE
ჰრცხუენოდენ	ჰრცხუენოდენ	2	2	3.7	mrav-epiphane-mary|mrav-lazare	RARE
კაცივე	კაცივე	2	1	1.9	mrav-lazare	RARE
ჰბრძნობთ	ჰბრძნობთ	2	1	1.9	mrav-lazare	RARE
სწავლისა	სწავლისა	2	2	3.7	mrav-lazare|mrav-sinai-fathers-amonios	RARE
უშჯულოებისა	უშჯულოებისა	2	2	3.7	mrav-lazare|proclus-hom-theotokos	RARE
აღმოთქუა	აღმოთქუა	2	2	3.7	mrav-lazare|mrav-shoba-athanasi	RARE
ურწყულებისა	ურწყულებისა	2	1	1.9	mrav-lazare	RARE
სხუითა	სხუითა	2	1	1.9	mrav-lazare	RARE
ჴდომით	ხდომით	2	2	3.7	mrav-lazare|mrav-toma-chrysostom	RARE
შემუსრვად	შემუსრვად	2	2	3.7	cyril-epiphany-homily|mrav-lazare	RARE
ქორათისასა	ქორათისასა	2	1	1.9	mrav-lazare	RARE
ჰსუმიდე	ჰსუმიდე	2	1	1.9	mrav-lazare	RARE
ჴევისასა	ხევისასა	2	1	1.9	mrav-lazare	RARE
ყორნისა	ყორნისა	2	1	1.9	mrav-lazare	RARE
დაგებად	დაგებად	2	2	3.7	mrav-lazare|mrav-martyrs-chrysostom-3	RARE
გამოზრდად	გამოზრდად	2	1	1.9	mrav-lazare	RARE
დაუდვა	დაუდვა	2	2	3.7	mrav-lazare|mrav-natlisgeba-okropiri	RARE
სიფიცხლესა	სიფიცხლესა	2	2	3.7	mrav-lazare|mrav-martyrs-chrysostom-3	RARE
ევედრა	ევედრა	2	1	1.9	mrav-lazare	RARE
მრქუას	მრქუას	2	2	3.7	mrav-lazare|mrav-toma-chrysostom	RARE
იდებ	იდებ	2	2	3.7	mrav-lazare|mrav-toma-chrysostom	RARE
კურთხევისაჲ	კურთხევისაი	2	2	3.7	mrav-epiphane-mary|mrav-lazare	RARE
მოაკლდეს	მოაკლდეს	2	1	1.9	mrav-lazare	RARE
მორწმუნეთათჳს	მორწმუნეთათვს	2	2	3.7	mrav-lazare|mrav-timote-1	RARE
იაზაბელისა	იაზაბელისა	2	1	1.9	mrav-lazare	RARE
ელიაჲსი	ელიაისი	2	2	3.7	cyril-epiphany-homily|mrav-lazare	RARE
ფიცხლად	ფიცხლად	2	2	3.7	mrav-lazare|mrav-sinai-fathers-amonios	RARE
გხედავ	გხედავ	2	2	3.7	mrav-lazare|mrav-sinai-fathers-amonios	RARE
ვივლტოდე	ვივლტოდე	2	2	3.7	mrav-lazare|mrav-shoba-athanasi	RARE
შემემთხჳა	შემემთხვა	2	2	3.7	mrav-lazare|mrav-timote-1	RARE
განჰკრთეს	განჰკრთეს	2	2	3.7	mrav-lazare|mrav-natlisgeba-1	RARE
ერთისაჲ	ერთისაი	2	2	3.7	mrav-lazare|mrav-sinai-fathers-amonios	RARE
განვემზადნეთ	განვემზადნეთ	2	2	3.7	mrav-lazare|mrav-martyrs-chrysostom-3	RARE
მოიწიოს	მოიწიოს	2	2	3.7	mrav-chrysostom-jonah|mrav-sinai-fathers-amonios	RARE
რკინისაჲთა	რკინისაითა	2	1	1.9	mrav-chrysostom-jonah	RARE
მიახლებად	მიახლებად	2	1	1.9	mrav-chrysostom-jonah	RARE
ნაყროვანებისაგან	ნაყროვანებისაგან	2	1	1.9	mrav-chrysostom-jonah	RARE
მთრვალობისაგან	მთრვალობისაგან	2	1	1.9	mrav-chrysostom-jonah	RARE
მარხვისაგან	მარხვისაგან	2	1	1.9	mrav-chrysostom-jonah	RARE
აზნაურებად	აზნაურებად	2	1	1.9	mrav-chrysostom-jonah	RARE
მშჳდობისასა	მშვდობისასა	2	2	3.7	cyril-epiphany-homily|mrav-chrysostom-jonah	RARE
გამოაჩინნა	გამოაჩინნა	2	2	3.7	mrav-chrysostom-jonah|mrav-shoba-athanasi	RARE
შჭამოთ	შჭამოთ	2	1	1.9	mrav-chrysostom-jonah	RARE
ცნობისა	ცნობისა	2	2	3.7	mrav-chrysostom-jonah|mrav-timote-1	RARE
მიიქცე	მიიქცე	2	2	3.7	mrav-chrysostom-jonah|mrav-epiphane-mary	RARE
ნინევჱ	ნინევე	2	1	1.9	mrav-chrysostom-jonah	RARE
უთხრობს	უთხრობს	2	1	1.9	mrav-chrysostom-jonah	RARE
ბრძანებისაჲ	ბრძანებისაი	2	2	3.7	mrav-chrysostom-jonah|mrav-paul-martyrdom	RARE
მოკლედ	მოკლედ	2	2	3.7	mrav-chrysostom-jonah|mrav-shoba-athanasi	RARE
ორსა	ორსა	2	2	3.7	mrav-chrysostom-jonah|mrav-sinai-fathers-amonios	RARE
დაგიკჳრდინ	დაგიკვრდინ	2	1	1.9	mrav-chrysostom-jonah	RARE
პოვის	პოვის	2	2	3.7	mrav-chrysostom-jonah|mrav-shoba-athanasi	RARE
ვერცა	ვერცა	2	1	1.9	mrav-chrysostom-jonah	RARE
გარდაჴდად	გარდახდად	2	2	3.7	mrav-chrysostom-jonah|mrav-new-sunday	RARE
შეშინდა	შეშინდა	2	2	3.7	mrav-chrysostom-jonah|mrav-sinai-fathers-amonios	RARE
შეცოდებისა	შეცოდებისა	2	1	1.9	mrav-chrysostom-jonah	RARE
ამათსა	ამათსა	2	1	1.9	mrav-chrysostom-jonah	RARE
მონამან	მონამან	2	2	3.7	mrav-chrysostom-jonah|mrav-epiphane-mary	RARE
ზრუნვით	ზრუნვით	2	2	3.7	mrav-chrysostom-jonah|mrav-timote-1	RARE
ოქროჲ	ოქროი	2	2	3.7	mrav-chrysostom-jonah|mrav-martyrs-chrysostom	RARE
შთა	შთა	2	2	3.7	mrav-chrysostom-jonah|mrav-epiphane-mary	RARE
სლვითა	სლვითა	2	2	3.7	inventio-stephani-lucian|mrav-chrysostom-jonah	RARE
დაცემულ	დაცემულ	2	2	3.7	hesych-hypapante-01|mrav-chrysostom-jonah	RARE
თქუმისაჲთა	თქუმისაითა	2	2	3.7	ephr-markhva|mrav-chrysostom-jonah	RARE
უწყიედ	უწყიედ	2	1	1.9	mrav-chrysostom-jonah	RARE
განძჳვნებულ	განძვვნებულ	2	1	1.9	mrav-chrysostom-jonah	RARE
ტჳსი	ტვსი	2	2	3.7	ephr-markhva|mrav-chrysostom-jonah	RARE
დაათქა	დაათქა	2	1	1.9	mrav-chrysostom-jonah	RARE
ცოდვისასა	ცოდვისასა	2	2	3.7	mrav-chrysostom-jonah|mrav-epiphane-mary	RARE
ჴელოვნებისა	ხელოვნებისა	2	2	3.7	mrav-chrysostom-jonah|proclus-hom-theotokos	RARE
აღუდგა	აღუდგა	2	2	3.7	mrav-chrysostom-jonah|mrav-sinai-fathers-amonios	RARE
შეცოდებულთა	შეცოდებულთა	2	2	3.7	mrav-chrysostom-jonah|mrav-martyrs-chrysostom-2	RARE
განსწავლიდა	განსწავლიდა	2	1	1.9	mrav-chrysostom-jonah	RARE
ზღჳთა	ზღვთა	2	2	3.7	cyril-epiphany-homily|mrav-chrysostom-jonah	RARE
ჴელმწიფენი	ხელმწიფენი	2	2	3.7	mrav-chrysostom-jonah|mrav-toma-chrysostom	RARE
ურვისა	ურვისა	2	2	3.7	mrav-chrysostom-jonah|mrav-timote-1	RARE
შეძრა	შეძრა	2	2	3.7	mrav-chrysostom-jonah|mrav-epiphane-mary	RARE
ლომთასა	ლომთასა	2	2	3.7	mrav-chrysostom-jonah|mrav-toma-chrysostom	RARE
იკადრეს	იკადრეს	2	2	3.7	inventio-stephani-lucian|mrav-chrysostom-jonah	RARE
შენდად	შენდად	2	2	3.7	inventio-stephani-lucian|mrav-chrysostom-jonah	RARE
ცუენი	ცუენი	2	2	3.7	cyril-epiphany-homily|mrav-chrysostom-jonah	RARE
დედად	დედად	2	2	3.7	mrav-chrysostom-jonah|proclus-hom-theotokos	RARE
ჰპოო	ჰპოო	2	2	3.7	cyril-epiphany-homily|mrav-chrysostom-jonah	RARE
ღირსმცა	ღირსმცა	2	2	3.7	mrav-chrysostom-jonah|mrav-natlisgeba-okropiri	RARE
ცუენ	ცუენ	2	2	3.7	ephr-markhva|mrav-shoba-athanasi	RARE
მოიპოვიან	მოიპოვიან	2	1	1.9	ephr-markhva	RARE
გონებათანი	გონებათანი	2	2	3.7	ephr-markhva|mrav-sulthmofenoba-2	RARE
განმტკიცებულ	განმტკიცებულ	2	2	3.7	ephr-markhva|mrav-nails-inventio	RARE
სიყუარულისათჳს	სიყუარულისათვს	2	2	3.7	ephr-markhva|mrav-sinai-fathers-amonios	RARE
ხედავს	ხედავს	2	2	3.7	ephr-markhva|mrav-natlisgeba-1	RARE
მიეახლნიან	მიეახლნიან	2	1	1.9	ephr-markhva	RARE
ეზიარნიან	ეზიარნიან	2	2	3.7	ephr-markhva|mrav-sinai-fathers-amonios	RARE
საყუარელ	საყუარელ	2	2	3.7	ephr-markhva|inventio-stephani-lucian	RARE
მისცის	მისცის	2	2	3.7	mrav-martyrs-chrysostom-2|mrav-sulthmofenoba-2	RARE
მეუფეთაჲ	მეუფეთაი	2	2	3.7	mrav-martyrs-chrysostom-2|mrav-paul-martyrdom	RARE
ასუეს	ასუეს	2	2	3.7	cyril-epiphany-homily|mrav-martyrs-chrysostom-2	RARE
აღესრულებოდეს	აღესრულებოდეს	2	2	3.7	mrav-martyrs-chrysostom-2|mrav-timote-1	RARE
იცემდეს	იცემდეს	2	2	3.7	mrav-martyrs-chrysostom-2|mrav-sinai-fathers-amonios	RARE
მიაგო	მიაგო	2	2	3.7	mrav-martyrs-chrysostom-2|mrav-sinai-fathers-amonios	RARE
განადიდა	განადიდა	2	2	3.7	mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-2	RARE
ჰრწმენინ	ჰრწმენინ	2	2	3.7	hesych-hypapante-01|mrav-martyrs-chrysostom-2	RARE
სუთ	სუთ	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-toma-chrysostom	RARE
შეგინებულ	შეგინებულ	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-shoba-athanasi	RARE
წყობისაჲ	წყობისაი	2	1	1.9	mrav-martyrs-chrysostom-3	RARE
აღაგზნეს	აღაგზნეს	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-sinai-fathers-amonios	RARE
გულისაჲ	გულისაი	2	2	3.7	hesych-hypapante-01|mrav-martyrs-chrysostom-3	RARE
სძლეს	სძლეს	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-sinai-fathers-amonios	RARE
მძჳნვარენი	მძვნვარენი	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-sinai-fathers-amonios	RARE
რომელთამცა	რომელთამცა	2	1	1.9	mrav-martyrs-chrysostom-3	RARE
დაშურეს	დაშურეს	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-sulthmofenoba-2	RARE
განმრავლდეს	განმრავლდეს	2	2	3.7	mrav-martyrs-chrysostom-3|mrav-timote-1	RARE
ცვალა	ცვალა	2	2	3.7	mrav-martyrs-chrysostom-3|proclus-hom-theotokos	RARE
ზიარებად	ზიარებად	2	2	3.7	mrav-martyrs-chrysostom|mrav-martyrs-chrysostom-3	RARE
მარტჳლთანი	მარტვლთანი	2	1	1.9	mrav-martyrs-chrysostom	RARE
მტერთასა	მტერთასა	2	2	3.7	mrav-martyrs-chrysostom|mrav-sinai-fathers-amonios	RARE
მომკუდარ	მომკუდარ	2	2	3.7	mrav-martyrs-chrysostom|mrav-toma-chrysostom	RARE
განმდიდრდეს	განმდიდრდეს	2	2	3.7	mrav-martyrs-chrysostom|mrav-sulthmofenoba-1	RARE
შეცოდებულნი	შეცოდებულნი	2	1	1.9	mrav-martyrs-chrysostom	RARE
აღიარნეს	აღიარნეს	2	1	1.9	mrav-martyrs-chrysostom	RARE
ძემანცა	ძემანცა	2	2	3.7	mrav-martyrs-chrysostom|mrav-sulthmofenoba-1	RARE
სჳმეონს	სვმეონს	2	1	1.9	hesych-hypapante-01	RARE
იქმენინ	იქმენინ	2	2	3.7	hesych-hypapante-01|mart-stepane	RARE
ჰხედევდ	ჰხედევდ	2	1	1.9	hesych-hypapante-01	RARE
განეტევების	განეტევების	2	2	3.7	hesych-hypapante-01|mrav-paul-martyrdom	RARE
ეკალთაჲ	ეკალთაი	2	2	3.7	hesych-hypapante-01|proclus-hom-theotokos	RARE
მოავლინნა	მოავლინნა	2	2	3.7	hesych-hypapante-01|mrav-paul-martyrdom	RARE
თავყანის	თავყანის	2	2	3.7	hesych-hypapante-01|mrav-timote-1	RARE
აკურთხნა	აკურთხნა	2	2	3.7	hesych-hypapante-01|mrav-timote-1	RARE
ჰმოსიეს	ჰმოსიეს	2	2	3.7	hesych-hypapante-01|mrav-natlisgeba-1	RARE
მრავალთაგან	მრავალთაგან	2	2	3.7	hesych-hypapante-01|mrav-nails-inventio	RARE
ავაზაკისაჲ	ავაზაკისაი	2	2	3.7	hesych-hypapante-01|mrav-timote-1	RARE
ნატელი	ნატელი	2	2	3.7	mrav-new-sunday|mrav-timote-1	RARE
დანაკისკუდსა	დანაკისკუდსა	2	2	3.7	mrav-sinai-fathers-amonios|mrav-timote-1	RARE
ცოდვისათჳს	ცოდვისათვს	2	2	3.7	mrav-sulthmofenoba-2|mrav-timote-1	RARE
განსლვად	განსლვად	2	2	3.7	inventio-stephani-lucian|mrav-timote-1	RARE
ჴორცთაგან	ხორცთაგან	2	2	3.7	mrav-timote-1|proclus-hom-theotokos	RARE
განვიტეო	განვიტეო	2	1	1.9	mrav-timote-1	RARE
ბუნებისასა	ბუნებისასა	2	2	3.7	mrav-natlisgeba-okropiri|mrav-timote-1	RARE
მეცით	მეცით	2	2	3.7	mrav-shoba-athanasi|mrav-timote-1	RARE
წინაჲთვე	წინაითვე	2	2	3.7	mrav-nails-inventio|mrav-timote-1	RARE
მოიქეცით	მოიქეცით	2	2	3.7	mrav-paul-martyrdom|mrav-timote-1	RARE
შექმნნა	შექმნნა	2	2	3.7	mrav-epiphane-mary|mrav-timote-1	RARE
საცილობელ	საცილობელ	2	2	3.7	mrav-shoba-athanasi|mrav-timote-1	RARE
მზესა	მზესა	2	2	3.7	mrav-epiphane-mary|mrav-timote-1	RARE
განსთქდეს	განსთქდეს	2	2	3.7	mrav-timote-1|mrav-toma-chrysostom	RARE
წარწყმედულთა	წარწყმედულთა	2	1	1.9	mrav-timote-1	RARE
წარემატებოდა	წარემატებოდა	2	1	1.9	mrav-timote-1	RARE
არიყვანეს	არიყვანეს	2	2	3.7	mart-stepane|mrav-timote-1	RARE
ურვითა	ურვითა	2	2	3.7	mrav-epiphane-mary|mrav-timote-1	RARE
ვჰგონებდი	ვჰგონებდი	2	1	1.9	mrav-timote-1	RARE
განმეჴუა	განმეხუა	2	1	1.9	mrav-timote-1	RARE
მიმპარა	მიმპარა	2	1	1.9	mrav-timote-1	RARE
ვიპოვე	ვიპოვე	2	2	3.7	mrav-sinai-fathers-amonios|mrav-timote-1	RARE
მღდელთმოძღუართა	მღდელთმოძღუართა	2	1	1.9	mrav-timote-1	RARE
ისმენდა	ისმენდა	2	2	3.7	mrav-paul-martyrdom|mrav-timote-1	RARE
სულითურთ	სულითურთ	2	2	3.7	mrav-epiphane-mary|mrav-timote-1	RARE
დაემსჭუალნეს	დაემსჭუალნეს	2	1	1.9	mrav-nails-inventio	RARE
იჭჳ	იჭვ	2	2	3.7	cyril-epiphany-homily|mrav-nails-inventio	RARE
აღიხილნა	აღიხილნა	2	2	3.7	mart-stepane|mrav-nails-inventio	RARE
მეათესა	მეათესა	2	2	3.7	inventio-stephani-lucian|mrav-nails-inventio	RARE
დღესასწაულობს	დღესასწაულობს	2	2	3.7	chrys-epiphany-homily|mrav-shoba-athanasi	RARE
ჩუენებითა	ჩუენებითა	2	2	3.7	chrys-epiphany-homily|inventio-stephani-lucian	RARE
ქერობინნი	ქერობინნი	2	2	3.7	chrys-epiphany-homily|mrav-shoba-athanasi	RARE
გამოჩნდების	გამოჩნდების	2	1	1.9	chrys-epiphany-homily	RARE
განშუენდების	განშუენდების	2	1	1.9	chrys-epiphany-homily	RARE
მორწმუნეთასა	მორწმუნეთასა	2	2	3.7	chrys-epiphany-homily|mrav-paul-martyrdom	RARE
უჴორცოჲ	უხორცოი	2	2	3.7	chrys-epiphany-homily|mrav-toma-chrysostom	RARE
ეკლესიისასა	ეკლესიისასა	2	2	3.7	mrav-natlisgeba-okropiri|mrav-sinai-fathers-amonios	RARE
განწმედილ	განწმედილ	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-okropiri	RARE
იოვანჱსსა	იოვანესსა	2	1	1.9	mrav-natlisgeba-okropiri	RARE
ცოდვათაგან	ცოდვათაგან	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-okropiri	RARE
ცოდვისანი	ცოდვისანი	2	2	3.7	mrav-natlisgeba-okropiri|mrav-shoba-athanasi	RARE
ნაშობნო	ნაშობნო	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-okropiri	RARE
იქედნეთანო	იქედნეთანო	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-okropiri	RARE
გიჩუენა	გიჩუენა	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-okropiri	RARE
ჴორცთასა	ხორცთასა	2	2	3.7	mrav-epiphane-mary|mrav-natlisgeba-okropiri	RARE
ვითარცაღა	ვითარცაღა	2	2	3.7	mrav-epiphane-mary|mrav-natlisgeba-1	RARE
აღსძრავს	აღსძრავს	2	2	3.7	mrav-natlisgeba-1|mrav-shoba-athanasi	RARE
შეინანეთ	შეინანეთ	2	1	1.9	mrav-natlisgeba-1	RARE
მოახლებულ	მოახლებულ	2	1	1.9	mrav-natlisgeba-1	RARE
ღეთა	დღეთა	2	2	3.7	mart-stepane|mrav-natlisgeba-1	RARE
აუვარებდეს	აუვარებდეს	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-1	RARE
მიხედა	მიხედა	2	2	3.7	mart-stepane|mrav-natlisgeba-1	RARE
მღებელთა	მღებელთა	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-1	RARE
განბანის	განბანის	2	2	3.7	mrav-natlisgeba-1|mrav-sulthmofenoba-2	RARE
ცემისასა	ცემისასა	2	2	3.7	cyril-epiphany-homily|mrav-natlisgeba-1	RARE
შჯულისმდებელი	შჯულისმდებელი	2	1	1.9	mrav-natlisgeba-1	RARE
დაემორჩილების	დაემორჩილების	2	1	1.9	mrav-natlisgeba-1	RARE
ყჳთელ	ყვთელ	2	2	3.7	mrav-natlisgeba-1|mrav-sinai-fathers-amonios	RARE
შეუძლოს	შეუძლოს	2	2	3.7	mart-stepane|mrav-natlisgeba-1	RARE
წმიდად	წმიდად	2	2	3.7	cyril-epiphany-homily|mrav-epiphane-mary	RARE
მონაო	მონაო	2	2	3.7	cyril-epiphany-homily|mart-stepane	RARE
შენისასა	შენისასა	2	2	3.7	cyril-epiphany-homily|inventio-stephani-lucian	RARE
შემმოსა	შემმოსა	2	1	1.9	cyril-epiphany-homily	RARE
მოღებისა	მოღებისა	2	2	3.7	cyril-epiphany-homily|mrav-epiphane-mary	RARE
მორბედ	მორბედ	2	2	3.7	cyril-epiphany-homily|mrav-shoba-athanasi	RARE
გინებულ	გინებულ	2	2	3.7	cyril-epiphany-homily|mrav-shoba-athanasi	RARE
აღემართნეს	აღემართნეს	2	2	3.7	cyril-epiphany-homily|mrav-new-sunday	RARE
წინაწარმეტყუელებდეს	წინაწარმეტყუელებდეს	2	2	3.7	cyril-epiphany-homily|mrav-sulthmofenoba-1	RARE
შესაქმესა	შესაქმესა	2	2	3.7	cyril-epiphany-homily|proclus-hom-theotokos	RARE
აღვიდა	აღვიდა	2	2	3.7	cyril-epiphany-homily|mrav-shoba-athanasi	RARE
იოვანჱსამდე	იოვანესამდე	2	2	3.7	cyril-epiphany-homily|mrav-epiphane-mary	RARE
სამოსლად	სამოსლად	2	2	3.7	cyril-epiphany-homily|mrav-sinai-fathers-amonios	RARE
განვიდოდეს	განვიდოდეს	2	1	1.9	cyril-epiphany-homily	RARE
განიძარცუეთ	განიძარცუეთ	2	2	3.7	cyril-epiphany-homily|mrav-toma-chrysostom	RARE
შევალს	შევალს	2	2	3.7	cyril-epiphany-homily|mrav-shoba-athanasi	RARE
შეინანე	შეინანე	2	1	1.9	cyril-epiphany-homily	RARE
ენათანი	ენათანი	2	2	3.7	cyril-epiphany-homily|mrav-sulthmofenoba-2	RARE
უგმირეს	უგმირეს	2	2	3.7	cyril-epiphany-homily|mrav-toma-chrysostom	RARE
იღონ	იღონ	2	1	1.9	cyril-epiphany-homily	RARE
ღებად	ღებად	2	2	3.7	cyril-epiphany-homily|mrav-new-sunday	RARE
იღოთ	იღოთ	2	2	3.7	cyril-epiphany-homily|mrav-sulthmofenoba-2	RARE
უცოდველ	უცოდველ	2	1	1.9	cyril-epiphany-homily	RARE
მოვიღოთ	მოვიღოთ	2	2	3.7	cyril-epiphany-homily|mrav-sinai-fathers-amonios	RARE
მოგუეცეს	მოგუეცეს	2	2	3.7	cyril-epiphany-homily|mrav-peter-martyrdom	RARE
შეხუალ	შეხუალ	2	1	1.9	cyril-epiphany-homily	RARE
აღსდგე	აღსდგე	2	2	3.7	cyril-epiphany-homily|mrav-paul-martyrdom	RARE
აწყა	აწყა	2	2	3.7	cyril-epiphany-homily|mrav-sulthmofenoba-2	RARE
წარმოჩინებით	წარმოჩინებით	2	2	3.7	cyril-epiphany-homily|proclus-hom-theotokos	RARE
განმაძებელ	განმაძებელ	2	1	1.9	mrav-new-sunday	RARE
დამაბრკოლებელ	დამაბრკოლებელ	2	1	1.9	mrav-new-sunday	RARE
განათლდი	განათლდი	2	1	1.9	mrav-new-sunday	RARE
სიტყუითა	სიტყუითა	2	1	1.9	mrav-new-sunday	RARE
მზისთუალი	მზისთუალი	2	2	3.7	mart-stepane|mrav-new-sunday	RARE
ამობრწყინდა	გამობრწყინდა	2	2	3.7	mrav-new-sunday|mrav-sulthmofenoba-1	RARE
უფლებდეს	უფლებდეს	2	2	3.7	mrav-epiphane-mary|mrav-new-sunday	RARE
ტიტე	ტიტე	2	1	1.9	mrav-paul-martyrdom	RARE
იხილნა	იხილნა	2	2	3.7	mart-stepane|mrav-paul-martyrdom	RARE
პატროკლოს	პატროკლოს	2	1	1.9	mrav-paul-martyrdom	RARE
პატროკლეს	პატროკლეს	2	1	1.9	mrav-paul-martyrdom	RARE
მოიღეთ	მოიღეთ	2	2	3.7	mart-stepane|mrav-paul-martyrdom	RARE
პატროკლჱსი	პატროკლესი	2	1	1.9	mrav-paul-martyrdom	RARE
მოიყვანეს	მოიყვანეს	2	2	3.7	mrav-paul-martyrdom|mrav-peter-martyrdom	RARE
მოგიჴდა	მოგიხდა	2	2	3.7	mrav-paul-martyrdom|mrav-sulthmofenoba-2	RARE
მოვკუედ	მოვკუედ	2	1	1.9	mrav-paul-martyrdom	RARE
სიკუდილდმდე	სიკუდილდმდე	2	2	3.7	mrav-paul-martyrdom|mrav-sinai-fathers-amonios	RARE
ცხოვრებისასა	ცხოვრებისასა	2	2	3.7	mrav-paul-martyrdom|mrav-sulthmofenoba-1	RARE
მოიქცეოდეს	მოიქცეოდეს	2	1	1.9	mrav-peter-martyrdom	RARE
იყოფოდეს	იყოფოდეს	2	2	3.7	mrav-peter-martyrdom|mrav-sinai-fathers-amonios	RARE
მოყუარებით	მოყუარებით	2	2	3.7	mrav-shoba-athanasi|proclus-hom-theotokos	RARE
იძლევის	იძლევის	2	1	1.9	mrav-shoba-athanasi	RARE
კაცობისაგან	კაცობისაგან	2	2	3.7	mrav-shoba-athanasi|proclus-hom-theotokos	RARE
