xml_id	lemma	definition	source_siglum	source_id	cross_refs
lex.pili	ფილი	ტაშტი, როდინი	ი. ა.	abuladze1973	
lex.piloni	ფილონი	სამღვდელო სამოსელი	ი. ა.	abuladze1973	
lex.pilopati	ფილოპატი	საჩეხი	ზ. ს.	sarjveladze1995	
lex.pilosoposi	ფილოსოფოსი	სიბრძნის მოყვარე	ი. ა.	abuladze1973	ფილოსოფოსობა
lex.pilosoposoba	ფილოსოფოსობა	სიბრძნე	ი. ა.	abuladze1973	ფილოსოფოსი
lex.pilotimiai	ფილოტიმიაჲ	(φιλοτιμία) უხვად გაცემა, ხელგაშლილობა; მოსაკითხი, ძღვენი	ა. შ.	shanidze1971	
lex.pini	ფინი	ზღვის არწივი	ი. ა.	abuladze1973	
lex.pinikei	ფინიკეჲ	ფინიკია. აქედან: ფინიკელი: ფინიკიელი	ი. ი.	imnaishvili	
lex.piniki	ფინიკი	დანაკის-კუდი	ი. ა.	abuladze1973	ფინიკოანი
lex.pinikoani	ფინიკოანი	ფინიკებიანი ადგილი	ი. ა.	abuladze1973	ფინიკი
lex.piniqsi	ფინიქსი	ფენიქსი, ზღაპრული ფრინველი, რომელიც ძველი გადმოცემის მიხედვით, თავს ცეცხლში იწვავდა, რომ ისევე განახლებულიყო	ი. ი.	imnaishvili	
lex.pirmani	ფირმანი	დასტურის წიგნი	ქ. ც.	kartlis_tskhovreba	
lex.pirtu	ფირტუ	ფილტვი	ი. ა.	abuladze1973	
lex.pisi	ფისი		ი. ა.	abuladze1973	მოფისვა
lex.piskosi	ფისკოსი	(ὁ φίσκοЅ) სახელმწიფო სალარო. ქონება, რომელიც იმპერატორის კარის შესანახავად იყო განკუთვნილი. ეს არ იყო იმპერატორის კერძო საკუთრება, რომელიც კანონით ან ანდერძით გადადიოდა იმპერატორის			
lex.pisosi	ფისოსი	საწყაო	ზ. ს.	sarjveladze1995	
lex.pipqi_nakuertskhlovani	ფიფქი ნაკუერცხლოვანი	ღადარი	სხ.	misc	
lex.piqali	ფიქალი	ქვის ფიცარი (საბა)	ქ. ც.	kartlis_tskhovreba	
lex.pichosani	ფიჩოსანი	ჩოხოსანი, ბერი	ი. ა.	abuladze1973	ფიჩუ
lex.pichu	ფიჩუ	სამოსელი, ძაძა, მოსასხამი	ი. ა.	abuladze1973	ფიჩოსანი
lex.pichvi_pichui	ფიჩჳ; –ფიჩუი	ზედა ტანისამოსი (პალტო, ლაბადა), მოსასხამი	ი. ი.	imnaishvili	
lex.pitsari	ფიცარი		ი. ა.	abuladze1973	მოფიცრული
lex.pitseba	ფიცება	დაფიცება, ფიცი	ი. ი.	imnaishvili	
lex.pitseba_pitsoba	ფიცება, ფიცობა		ი. ა.	abuladze1973	დაფიცება|ფიცი|ცრუფიცობა|ცრუფიცება
lex.pitsva	ფიცვა				მფიცავი|ფიცი
lex.pitsi	ფიცი	დაფიცება	ი. ა.	abuladze1973	მაფუცებელი|საფიცი|ცილფიცი|ცრუფიცი|ფიცება|ფიცობა|ფიცვა|ფუცება
lex.pitskheba	ფიცხება		ი. ა.	abuladze1973	განფიცხება|განფიცხებული
lex.pitskheli	ფიცხელი	(ფიცხლისა) თავჴედი, ძლიერი, მკაცრი, სასტიკი, დიდი	ი. ა.	abuladze1973	უფიცხჱსი|უფიცხლჱსი|უფიცხჱსი|გულფიცხელი|გულფიცხ(ე)ლობა|სიფიცხლე|სიფიცხე|სიფიცხლე გულთა|ქედფიცხელი
lex.pitslva	ფიწლვა		ი. ა.	abuladze1973	განფიწლვა
lex.pichu_2	ფიჭუ	cupressus	ი. ა.	abuladze1973	
lex.plasi	ფლასი	ჩულის, ძაძის, ბეწვის ჩასაცმელი	ი. ა.	abuladze1973	
lex.plva	ფლვა	დამარხვა, დასაფლავება	ი. ა.	abuladze1973	დამფლველი|დასაფლავი|დაუფლავი|დაფლვა|საფლავი|საფლაოანი|ჩაფლვა
lex.ploba	ფლობა	ტევება, ჴელმწიფება, ნება, უფლება	ი. ა.	abuladze1973	მფლობელი|მფლობელობა|ფლობილება
lex.plobileba	ფლობილება	ძალაუფლება, პატრონობა	ი. ა.	abuladze1973	ფლობა
lex.plobili	ფლობილი	უფლებული	ი. ა.	abuladze1973	
lex.plobis_tsema	ფლობის-ცემა	უფლების მიცემა	ი. ა.	abuladze1973	ცემა|ცემა თავსა თჳსსა
lex.povili	ფოვილი		ი. ა.	abuladze1973	მფოვე|ფუვილი
lex.pokini	ფოკინი	(ἡ φώκη) ზღვის ლომი, სელაპი	სხ.	misc	
lex.poli	ფოლი	(follis) ფული	ი. ა.	abuladze1973	
lex.polotsi	ფოლოცი	ქუჩა, საცალფეხო გზა	ი. ა.	abuladze1973	
lex.polkhueba	ფოლხუება		ი. ა.	abuladze1973	მოფოლხუება|მოფოლხუებული
lex.pori	ფორი	მოედანი	ზ. ს.	sarjveladze1995	
lex.popineba	ფოფინება	დუღილი	სხ.	misc	
lex.popkhi	ფოფხი	ნამცხვარი	ზ. ს.	sarjveladze1995	
lex.prasakhi_parsakhi	ფრასახი, ფარსახი	გზის გარკვეული მანძილი	სხ.	misc	ფარსახი
lex.prda	ფრდა	ყიდვა	ი. ა.	abuladze1973	გამოფრდა|განფრდა|ვეცხლით-მოფარდული|ვეცხლით-ფრდილი|მოფრდა|მომფრდელი|მფრდელი|თესლის-მოფარდული|მოფარდული|საფარდული|საფარდულედი
lex.prena	ფრენა		ი. ა.	abuladze1973	აღფრენილი|აფრენილი|გამოფრენა|განფრენა
lex.pretsa	ფრეწა		ი. ა.	abuladze1973	განფრეწა
lex.prte_prta	ფრთე, ფრთა	კალთა, კუდი, ფრთა, კუთხე, კიდე, სამოსელი	ი. ა.	abuladze1973	ექუსფრთე|ფრთეედი|ფრთეაკი
lex.prte_male	ფრთე-მალე	ფრთამალი, სწრაფი	ი. ი.	imnaishvili	
lex.prteaki	ფრთეაკი	წამოსასხამი, ბინიში	ი. ა.	abuladze1973	ფრთე|ფრთა
lex.prteganpebuli	ფრთეგანპებული		ი. ა.	abuladze1973	განპებული
lex.prteedi	ფრთეედი	ფრთებიანი	ი. ა.	abuladze1973	ფრთე|ფრთა
lex.prtemaled	ფრთემალედ	მსწრაფლ, ფრენით	ი. ა.	abuladze1973	მალე
lex.prteni	ფრთენი		ი. ა.	abuladze1973	ექუს-ექუს ფრთენი
lex.prtetqavis	ფრთეტყავის		ი. ა.	abuladze1973	ტყავი
lex.prtetsulili	ფრთეწულილი		ი. ა.	abuladze1973	წულილი|წურილი|მწულილი
lex.prtovan_qopa	ფრთოვან-ყოფა	აღფრენა	ი. ა.	abuladze1973	ყოფა
lex.prtovani_prtoani	ფრთოვანი, ფრთოანი	(აღფრთოვანებული, გახარებული,აღტაცებული) ფრთიანი; მფრინველი; აღტაცებული	ი. ა.	abuladze1973	
lex.prtkhileba	ფრთხილება	სიბრძნე	ი. ა.	abuladze1973	ფრთხილი
lex.prtkhili	ფრთხილი	ფხიზელი, მღვიძარე, მორიდებული	ი. ა.	abuladze1973	სიფრთხილე|სიბრთხილე|ფრთხილება
lex.prtkhoba	ფრთხობა	შეშინება, შეძრწუნება, კრთომა	ი. ა.	abuladze1973	განფრთხობა|დაფრთხობა|მაფრთხობელი
lex.priad	ფრიად	დიდად, ძლიერ, მრავლად	ი. ა.	abuladze1973	ფრიადი
lex.priad_pitskheli	ფრიად ფიცხელი	მკსინვარე	ი. ა.	abuladze1973	
lex.priadi	ფრიადი	მრავალი, დიდძალი	ი. ა.	abuladze1973	ფრიად
